ID_Lectura,Temperatura_Zona1_C,Velocidad_Cinta_m_min,Horas_Desde_Mantenimiento,Humedad_Ambiente_Pct,Espesor_Material_mm,Consumo_Energia_KWh
7470,781.1,0.95,497,62.5,5.34,572.85
7471,797.4,2.44,307,66.9,4.51,549.98
7472,734.7,1.3,271,61.1,5.43,532.68
7473,688.2,2.51,190,49.3,7.31,485.97
7474,813.7,0.93,299,40.8,5.66,560.92
7475,745.2,1.73,131,76.3,4.81,513.93
7476,836.5,2.22,133,55.7,5.26,534.38
7477,637.7,2.13,462,54.1,4.68,484.14
7478,759.8,2.0,275,79.8,4.82,520.72
7479,845.9,2.81,37,49.2,4.89,511.24
7480,732.3,1.07,268,72.7,5.48,518.17
7481,738.7,1.73,86,73.1,5.91,518.98
7482,764.8,2.71,441,41.6,7.11,543.31
7483,722.1,0.69,376,34.7,5.65,537.76
7484,734.4,0.64,203,78.8,3.9,523.0
7485,733.1,1.08,391,51.3,3.72,538.63
7486,718.6,2.08,44,30.1,4.93,461.29
7487,811.4,1.15,445,55.0,6.0,563.0
7488,773.1,0.98,123,61.0,4.79,524.83
7489,762.5,1.65,71,68.8,4.81,509.97
7490,790.4,2.03,61,77.1,5.9,516.57
7491,736.8,1.12,125,75.8,4.97,516.44
7492,711.3,1.25,56,77.0,6.03,498.57
7493,719.9,2.03,447,31.6,3.5,501.28
7494,750.1,2.86,421,65.6,5.48,541.41
7495,697.0,2.19,110,41.3,3.22,448.49
7496,725.0,2.46,288,39.4,5.27,515.12
7497,724.2,1.42,116,70.0,5.9,506.49
7498,856.2,1.18,480,50.9,3.37,578.24
7499,611.3,1.64,44,75.8,2.7,398.61
7500,741.0,2.52,498,32.1,5.85,545.07
7501,836.3,1.64,368,70.1,5.45,589.29
7502,756.1,2.62,384,36.8,3.9,517.33
7503,787.7,2.97,297,38.8,5.24,532.64
7504,755.0,0.68,11,53.9,4.46,520.22
7505,716.6,0.61,248,49.8,4.82,495.11
7506,637.9,0.87,377,54.3,4.73,475.33
7507,760.3,1.46,387,77.0,3.67,534.31
7508,711.2,0.83,281,62.9,5.9,536.97
7509,710.0,2.68,153,44.5,3.94,465.16
7510,725.1,0.56,444,38.6,5.09,547.0
7511,837.2,1.29,460,51.0,5.65,588.91
7512,870.2,0.96,101,52.6,4.17,549.44
7513,760.9,2.83,230,60.1,4.73,501.81
7514,726.8,2.17,63,43.3,4.49,468.52
7515,691.1,2.78,413,68.4,6.72,508.58
7516,773.4,2.93,237,34.9,5.91,517.77
7517,839.1,1.74,42,58.0,5.76,539.9
7518,737.6,1.09,223,61.2,7.21,543.34
7519,631.1,0.98,145,40.3,5.35,461.13
7520,783.5,1.06,257,71.3,4.66,551.81
7521,799.3,2.27,417,60.8,3.56,530.09
7522,670.7,0.6,62,62.3,4.3,458.24
7523,758.8,0.63,73,54.9,5.16,514.99
7524,772.6,2.02,323,75.5,5.93,553.06
7525,746.3,2.11,383,64.7,4.35,519.67
7526,710.5,2.16,46,49.1,6.58,501.39
7527,800.8,1.43,221,41.9,3.46,515.13
7528,729.8,2.51,21,33.6,4.62,459.01
7529,675.7,1.83,477,38.3,5.4,490.97
7530,647.5,0.76,93,79.6,5.13,489.42
7531,813.0,2.49,397,50.3,5.48,554.09
7532,780.8,2.88,103,74.9,5.13,479.31
7533,754.4,0.65,424,38.5,5.65,555.1
7534,728.0,1.48,351,51.3,4.76,495.07
7535,723.6,1.72,216,78.0,4.7,517.38
7536,696.2,0.87,47,34.6,4.18,460.95
7537,728.4,2.67,430,59.7,7.17,535.61
7538,644.0,1.21,357,76.0,4.92,487.9
7539,713.2,2.46,212,77.5,5.44,493.1
7540,734.5,2.18,279,72.3,4.79,518.13
7541,780.5,2.0,84,72.8,6.59,521.47
7542,748.0,0.98,137,62.6,4.99,521.98
7543,789.7,1.05,338,41.0,5.33,527.6
7544,817.5,0.62,161,66.5,4.13,536.89
7545,802.9,1.1,19,78.9,6.76,544.79
7546,773.5,1.36,47,56.3,5.22,504.57
7547,750.6,2.58,436,43.0,6.8,551.68
7548,701.0,1.42,114,58.7,4.4,488.27
7549,787.0,2.39,174,64.5,4.56,527.7
7550,834.0,1.6,435,40.4,4.47,572.58
7551,767.1,2.46,41,66.0,4.72,482.4
7552,845.9,2.94,221,59.4,5.67,552.24
7553,673.7,1.1,23,60.6,2.95,439.1
7554,692.3,2.66,239,45.3,4.95,470.81
7555,792.8,2.05,141,37.8,4.22,512.33
7556,763.2,2.54,161,61.2,4.11,487.84
7557,815.7,2.13,105,59.3,5.47,552.92
7558,749.2,1.56,19,46.9,5.3,500.0
7559,706.6,1.07,383,44.8,5.86,519.7
7560,739.3,0.68,372,47.4,5.39,554.37
7561,673.4,1.84,25,54.5,5.18,472.41
7562,693.6,2.98,176,78.7,4.44,450.87
7563,798.6,2.35,105,68.2,4.07,521.16
7564,793.6,1.32,27,72.6,5.6,513.69
7565,768.2,2.57,418,55.3,4.74,531.33
7566,663.9,2.42,16,56.3,5.4,446.1
7567,732.1,1.2,193,40.2,5.0,500.57
7568,688.8,0.54,391,66.1,2.96,503.84
7569,808.8,0.8,254,51.1,5.48,553.24
7570,720.8,2.69,440,67.1,4.37,505.33
7571,695.7,2.59,380,50.5,5.86,492.31
7572,751.5,1.24,475,35.4,3.14,543.25
7573,718.0,1.21,376,38.7,6.9,523.69
7574,824.2,2.48,91,70.6,4.4,537.64
7575,713.3,2.84,140,42.9,5.47,471.07
7576,680.0,2.45,138,43.2,4.29,432.13
7577,642.4,2.01,298,76.5,4.42,479.11
7578,748.5,1.11,464,62.9,5.69,556.06
7579,721.9,1.81,83,35.7,4.8,465.46
7580,678.6,1.08,373,37.2,4.87,501.21
7581,809.5,2.52,68,43.6,5.85,507.52
7582,783.4,1.47,81,59.7,5.19,532.11
7583,748.6,2.58,169,67.6,5.45,493.87
7584,818.2,1.45,96,43.7,4.38,512.87
7585,783.1,2.56,410,73.5,5.67,542.68
7586,708.9,1.33,471,35.5,5.11,517.96
7587,698.0,1.6,26,40.4,5.43,480.25
7588,790.9,2.04,98,78.5,5.36,524.26
7589,769.8,0.68,158,36.7,6.13,521.78
7590,758.5,2.87,320,74.4,5.5,511.46
7591,707.7,1.93,15,65.2,3.84,455.8
7592,780.4,1.77,93,33.7,4.41,483.27
7593,712.2,2.6,442,54.2,5.23,501.46
7594,744.9,2.66,93,55.9,5.4,489.58
7595,822.3,1.81,259,76.6,3.68,562.54
7596,717.0,2.82,163,51.1,4.01,448.39
7597,671.4,0.66,425,52.3,6.09,555.34
7598,697.4,0.78,81,35.6,6.97,503.74
7599,799.7,1.99,118,62.0,3.35,496.81
7600,762.7,1.39,121,40.5,5.26,526.99
7601,743.6,1.66,181,33.9,5.05,507.02
7602,724.5,1.32,196,79.8,6.01,529.24
7603,774.3,1.51,294,43.5,5.5,546.94
7604,707.5,2.56,282,37.1,5.83,503.4
7605,765.3,1.98,27,65.0,2.72,464.79
7606,713.4,2.99,177,71.1,4.99,485.68
7607,705.1,2.47,328,33.2,4.09,483.2
7608,718.1,1.18,91,35.3,4.12,486.02
7609,731.2,1.16,84,34.5,3.77,475.64
7610,747.6,1.34,438,32.3,5.23,534.94
7611,761.8,2.61,469,63.0,5.33,535.2
7612,600.0,0.57,344,59.4,5.63,492.75
7613,709.6,1.08,355,63.1,4.6,519.75
7614,730.4,2.76,258,55.3,6.38,500.9
7615,825.3,2.1,140,70.9,4.07,525.63
7616,696.0,1.07,396,57.3,3.57,521.85
7617,758.1,1.05,431,75.9,5.22,565.4
7618,824.8,2.66,364,54.3,4.32,549.82
7619,684.4,2.73,210,69.5,5.53,479.27
7620,769.7,1.14,372,50.4,4.34,554.11
7621,709.9,1.55,305,51.8,4.42,492.75
7622,724.8,2.59,77,72.4,4.34,480.4
7623,709.8,2.43,447,35.4,4.27,502.51
7624,713.4,2.53,29,58.2,5.0,454.28
7625,886.1,1.8,280,66.3,5.24,586.27
7626,792.2,2.78,102,67.5,4.27,497.45
7627,805.1,1.31,142,59.6,3.83,530.55
7628,774.6,0.89,304,52.4,5.5,560.56
7629,669.7,2.27,305,43.0,5.39,469.18
7630,769.7,1.85,144,75.5,5.71,540.48
7631,803.6,2.64,465,48.5,3.96,526.8
7632,707.3,0.7,361,69.9,4.17,516.62
7633,798.3,2.61,365,31.6,5.82,560.96
7634,785.2,1.23,42,41.6,5.9,505.63
7635,842.6,2.14,383,47.3,4.59,557.95
7636,729.1,0.6,302,63.6,4.05,517.88
7637,695.1,2.02,41,46.0,4.3,431.27
7638,731.9,2.29,52,32.1,4.03,462.42
7639,821.8,1.42,456,38.7,5.8,586.64
7640,658.6,1.04,301,43.0,5.71,500.58
7641,646.6,1.84,363,38.8,5.08,473.86
7642,754.5,2.58,314,40.2,4.32,485.44
7643,727.9,1.31,290,68.4,4.12,507.8
7644,750.4,1.13,117,50.6,4.38,495.56
7645,797.3,1.2,105,50.3,4.11,523.37
7646,722.4,2.87,75,78.3,5.23,469.27
7647,656.3,1.4,18,52.3,5.76,462.42
7648,852.2,0.51,239,76.4,5.79,573.37
7649,700.1,2.45,230,45.0,4.12,478.24
7650,697.0,2.25,367,50.0,4.4,498.69
7651,805.2,0.82,411,49.8,4.45,558.33
7652,730.8,2.96,287,57.3,6.02,496.88
7653,746.8,2.02,108,59.2,3.67,481.15
7654,774.1,1.75,280,42.4,5.0,539.27
7655,804.2,1.46,272,69.7,4.13,541.88
7656,733.3,2.75,406,54.8,4.81,515.06
7657,826.0,1.11,371,30.4,5.69,575.18
7658,643.2,1.21,173,59.6,4.68,475.51
7659,788.0,0.81,25,69.9,4.25,520.4
7660,708.0,2.4,178,42.5,5.75,470.72
7661,818.6,1.99,30,31.9,5.13,510.79
7662,757.1,2.02,37,70.4,5.48,508.75
7663,716.4,1.05,339,78.8,5.26,534.69
7664,783.1,2.13,92,33.8,3.79,479.65
7665,794.7,2.41,282,76.9,6.31,565.68
7666,782.1,1.39,330,48.0,4.8,537.18
7667,698.5,2.5,406,77.1,5.84,523.51
7668,725.8,1.37,45,62.4,4.65,500.51
7669,749.8,2.4,323,74.5,5.57,536.54
7670,747.9,0.58,499,69.3,6.01,567.16
7671,787.5,1.88,285,31.4,5.88,548.98
7672,649.3,2.92,242,33.3,5.11,451.47
7673,766.7,2.95,113,56.3,4.66,474.71
7674,735.5,1.2,445,36.5,3.59,525.1
7675,708.1,1.6,15,53.1,3.76,451.64
7676,712.9,0.66,32,77.7,6.12,510.06
7677,739.3,2.68,179,44.7,4.18,488.52
7678,600.0,1.92,161,54.4,5.8,454.64
7679,714.9,1.46,253,49.2,5.91,511.91
7680,706.2,0.78,250,61.5,5.46,508.67
7681,776.6,2.87,270,39.7,5.39,502.5
7682,709.7,1.83,425,43.0,3.83,512.97
7683,739.2,1.21,55,72.9,3.65,500.05
7684,827.1,1.38,282,70.6,4.34,565.32
7685,799.7,1.18,84,69.5,6.65,537.57
7686,795.1,2.0,292,68.5,6.37,547.68
7687,725.0,2.82,205,53.0,5.04,478.9
7688,777.2,2.64,32,66.4,6.29,489.0
7689,738.3,1.65,96,49.4,4.07,490.97
7690,740.2,2.57,378,35.0,4.63,506.56
7691,770.5,1.56,130,49.7,6.59,541.66
7692,720.2,1.13,427,37.9,7.1,538.46
7693,824.7,2.96,158,49.5,5.77,525.62
7694,742.0,1.26,159,44.9,3.41,481.81
7695,780.9,1.31,74,60.0,6.35,525.79
7696,822.8,2.97,169,48.1,4.73,526.11
7697,801.6,0.83,455,65.3,5.72,588.37
7698,679.6,2.4,293,55.6,5.1,472.56
7699,772.2,2.84,91,76.0,6.01,490.9
7700,792.5,1.78,16,34.6,5.05,500.07
7701,794.6,0.51,191,64.4,7.73,576.7
7702,694.3,1.44,367,63.6,5.97,529.72
7703,717.1,0.78,463,77.5,3.74,530.25
7704,799.7,1.54,23,48.6,3.32,492.17
7705,711.9,2.48,487,45.3,3.33,522.46
7706,735.0,1.6,192,38.6,5.59,506.71
7707,828.8,1.58,323,43.3,5.96,579.04
7708,747.6,1.89,53,55.1,2.39,455.86
7709,713.7,1.95,183,71.9,6.22,507.94
7710,706.1,2.64,23,44.2,5.35,464.81
7711,766.6,1.27,309,37.9,6.62,549.32
7712,683.3,2.55,434,43.6,4.03,469.06
7713,737.6,1.91,82,35.0,5.29,477.75
7714,766.7,1.25,232,76.3,5.28,541.73
7715,815.0,1.24,11,73.6,4.23,507.84
7716,783.4,1.4,219,45.4,3.73,546.19
7717,714.3,2.06,270,42.3,5.93,515.31
7718,808.9,1.08,99,75.3,5.23,527.89
7719,735.0,2.8,352,30.1,5.39,506.96
7720,688.2,1.94,405,60.0,6.36,519.01
7721,741.4,2.8,343,75.8,4.96,524.79
7722,821.9,0.62,261,55.4,5.31,545.89
7723,758.3,1.36,392,30.1,5.35,542.57
7724,750.6,0.56,342,40.9,5.38,534.34
7725,831.9,1.18,364,76.1,3.59,574.26
7726,678.4,2.66,56,30.9,4.98,431.28
7727,685.7,0.59,344,49.7,6.16,539.47
7728,669.2,1.59,172,69.5,4.87,479.79
7729,768.6,0.79,125,71.9,4.53,507.48
7730,758.3,1.54,412,53.9,5.97,526.28
7731,827.1,2.6,88,41.6,5.01,521.72
7732,762.2,2.06,456,60.0,4.37,532.01
7733,729.8,2.34,380,43.2,4.14,510.64
7734,750.1,1.37,17,42.8,4.95,485.21
7735,755.9,2.86,32,70.4,4.34,487.62
7736,666.4,2.27,278,37.7,5.9,488.86
7737,885.5,1.55,288,30.3,4.24,577.72
7738,776.0,1.57,40,46.8,5.28,498.04
7739,760.5,2.8,423,54.5,5.42,524.82
7740,780.8,1.94,179,65.3,5.63,525.33
7741,785.5,2.27,139,69.1,6.57,518.73
7742,743.0,1.54,404,63.2,3.65,533.17
7743,718.4,1.06,418,61.3,5.61,537.29
7744,780.0,2.31,166,63.3,5.62,518.05
7745,769.3,2.02,31,43.6,3.91,478.54
7746,709.5,1.75,135,49.1,5.26,486.03
7747,821.0,2.06,412,60.8,4.58,563.87
7748,764.7,1.02,466,33.3,6.4,561.98
7749,786.5,2.48,178,44.8,4.43,504.57
7750,819.6,2.87,175,50.3,4.78,515.32
7751,751.1,2.73,166,56.7,4.62,485.78
7752,765.8,1.3,339,54.3,4.16,534.93
7753,790.5,1.52,31,65.9,3.45,476.87
7754,713.8,2.52,481,53.7,4.17,524.03
7755,752.7,1.99,273,75.2,5.14,531.74
7756,756.3,1.87,312,49.0,5.28,528.46
7757,702.2,2.82,399,56.3,5.81,513.4
7758,865.9,1.84,272,30.2,6.05,560.1
7759,679.6,1.79,221,45.5,5.4,465.3
7760,685.1,0.61,474,73.3,5.8,524.76
7761,815.7,0.67,173,46.7,5.52,560.7
7762,785.7,0.52,145,42.7,3.9,528.4
7763,698.7,2.78,261,57.2,5.38,487.66
7764,780.4,1.52,214,33.9,5.01,534.48
7765,823.4,1.67,353,56.6,4.44,535.99
7766,748.5,2.61,311,45.2,5.01,496.87
7767,879.9,2.02,251,49.2,5.36,567.1
7768,663.8,2.02,329,69.6,4.8,492.75
7769,784.7,1.24,424,63.1,5.99,573.57
7770,808.3,2.58,288,52.3,5.34,564.4
7771,794.6,0.91,70,58.9,5.87,526.01
7772,739.8,0.63,474,68.3,6.26,575.85
7773,735.5,0.98,315,67.3,4.6,539.5
7774,772.2,1.17,311,39.3,4.56,550.49
7775,790.8,1.21,481,45.0,6.16,576.99
7776,780.1,2.18,308,47.4,4.23,510.09
7777,802.0,1.04,403,39.4,4.9,571.72
7778,699.1,2.19,104,30.6,4.51,463.13
7779,738.6,0.73,157,38.7,4.01,509.78
7780,703.0,0.87,409,70.4,5.5,550.24
7781,730.7,1.77,471,57.3,4.73,530.94
7782,800.8,2.8,268,47.1,4.07,506.5
7783,755.4,2.65,39,60.4,5.93,496.03
7784,880.3,2.92,27,67.0,3.68,526.69
7785,759.7,2.13,196,47.7,4.85,503.41
7786,753.0,2.19,463,53.3,5.89,534.84
7787,755.3,2.06,221,33.2,5.92,517.55
7788,718.1,2.06,44,59.9,5.43,487.22
7789,747.1,0.87,156,47.8,4.12,492.92
7790,806.4,1.86,291,51.7,5.16,547.12
7791,755.7,1.47,44,51.1,5.36,507.53
7792,710.3,1.61,85,61.6,4.56,497.85
7793,703.7,1.81,81,58.6,5.38,480.28
7794,727.5,0.82,258,51.1,3.52,524.28
7795,753.7,1.4,66,30.8,3.25,489.79
7796,809.7,0.66,366,61.0,4.36,579.28
7797,683.0,2.95,314,74.0,5.69,479.59
7798,734.0,0.8,19,68.5,5.86,532.29
7799,757.2,1.15,222,79.1,3.72,522.15
7800,658.3,2.73,370,37.0,6.47,485.97
7801,708.3,1.71,246,41.1,5.09,496.34
7802,716.0,0.84,243,57.0,3.45,514.73
7803,710.2,1.46,422,41.8,5.3,543.42
7804,759.6,0.79,232,31.7,6.27,545.63
7805,742.0,1.0,113,50.1,4.52,499.57
7806,722.2,0.63,336,44.4,5.98,554.77
7807,771.4,1.6,107,43.2,6.44,508.89
7808,836.2,2.52,235,77.7,5.04,542.0
7809,832.0,1.96,231,41.9,4.25,525.44
7810,653.9,2.02,333,36.5,6.17,481.82
7811,778.9,1.0,498,36.3,6.17,586.83
7812,741.1,1.36,487,70.3,3.74,538.67
7813,757.8,2.61,482,65.7,4.9,538.36
7814,730.1,0.72,343,36.5,5.72,540.29
7815,755.9,2.64,289,41.0,5.78,512.33
7816,757.6,1.71,52,67.4,4.71,487.23
7817,721.1,2.59,360,43.7,4.04,477.57
7818,705.2,1.3,391,79.1,6.57,553.44
7819,727.6,1.35,432,57.0,5.09,530.17
7820,761.7,2.38,357,39.6,4.82,513.92
7821,779.9,2.46,162,72.9,4.41,494.26
7822,792.7,1.07,348,46.0,4.8,553.35
7823,725.3,2.93,461,44.4,3.43,503.44
7824,764.2,0.71,299,46.4,6.0,548.08
7825,798.1,0.67,233,68.4,4.73,557.87
7826,808.3,1.99,482,38.7,2.9,526.29
7827,747.1,2.31,128,49.1,4.02,485.06
7828,739.0,2.9,223,31.5,5.96,490.25
7829,759.6,1.51,62,71.3,4.86,491.34
7830,692.5,0.56,229,47.0,4.21,482.06
7831,740.3,2.01,448,42.4,5.13,522.36
7832,787.2,1.22,252,59.0,4.7,528.74
7833,782.1,1.58,62,65.2,5.11,518.89
7834,736.5,1.72,411,70.6,5.32,542.17
7835,760.9,0.66,126,47.4,4.18,516.72
7836,708.8,1.71,400,70.6,4.42,520.29
7837,785.2,1.57,456,53.2,4.27,538.4
7838,746.1,2.28,340,35.1,4.3,512.75
7839,736.2,2.11,51,72.3,4.37,487.65
7840,731.9,0.96,404,57.4,4.71,540.56
7841,746.9,1.02,256,60.1,4.39,522.88
7842,727.6,1.13,402,76.9,5.16,534.37
7843,782.9,0.95,300,58.0,4.69,551.81
7844,730.2,2.14,257,30.3,4.29,487.55
7845,829.6,2.99,110,73.5,3.07,515.37
7846,823.3,2.13,96,44.2,4.1,518.73
7847,705.4,2.02,362,55.1,4.64,502.1
7848,753.5,1.52,458,40.2,5.96,548.52
7849,717.5,1.28,93,44.8,4.93,486.35
7850,733.7,2.78,270,64.3,3.49,485.07
7851,850.1,2.92,230,51.5,5.1,541.79
7852,734.6,1.74,163,61.4,4.55,485.14
7853,768.0,1.23,60,71.2,5.57,521.88
7854,777.1,2.43,47,47.0,3.54,482.43
7855,700.0,0.83,268,58.4,6.21,510.31
7856,707.2,2.41,478,68.9,5.45,525.3
7857,689.7,2.55,196,65.8,4.79,472.68
7858,705.7,0.81,22,57.0,3.46,463.41
7859,607.5,2.94,232,49.2,3.54,425.57
7860,777.2,2.96,474,50.4,5.69,556.58
7861,852.7,2.84,428,51.7,5.8,568.97
7862,757.4,1.74,96,47.4,6.04,510.49
7863,679.2,1.12,268,65.0,6.67,526.43
7864,717.9,1.96,190,36.3,5.75,472.48
7865,727.1,1.55,320,78.4,5.41,546.86
7866,699.1,1.01,182,68.9,7.39,522.13
7867,793.0,1.56,331,44.9,4.45,549.8
7868,790.5,2.16,204,32.1,4.9,500.46
7869,692.2,0.68,349,65.6,3.46,495.33
7870,786.3,1.33,254,66.7,5.62,539.16
7871,826.3,0.54,437,78.2,4.8,585.96
7872,845.1,2.37,338,42.7,4.38,529.9
7873,893.3,2.1,377,34.1,4.4,569.74
7874,704.9,0.66,205,75.8,4.21,498.33
7875,891.2,2.91,71,42.9,4.83,523.35
7876,732.3,0.56,34,66.1,3.56,506.88
7877,720.4,1.97,61,33.0,3.65,467.6
7878,766.4,2.44,59,68.0,3.89,478.07
7879,720.9,2.47,387,36.4,4.38,505.93
7880,770.0,0.59,394,64.8,4.54,563.08
7881,684.0,2.77,304,56.6,2.95,444.73
7882,738.1,2.8,61,77.8,4.48,479.29
7883,814.3,1.9,341,31.8,4.16,537.99
7884,747.1,1.71,49,44.6,5.78,503.61
7885,757.1,0.61,241,33.5,4.1,512.87
7886,773.8,1.9,69,74.0,6.0,522.93
7887,808.5,1.52,225,59.7,6.74,570.75
7888,667.2,2.43,466,56.7,6.17,510.31
7889,779.2,1.51,375,36.6,4.02,518.39
7890,736.6,2.21,349,54.5,5.52,545.33
7891,758.3,0.75,206,49.9,4.04,527.47
7892,803.0,0.83,285,45.8,4.17,547.6
7893,690.3,0.85,350,68.6,4.24,519.31
7894,699.4,0.61,11,33.1,5.14,499.99
7895,653.2,1.85,478,62.3,4.13,480.1
7896,722.5,2.48,115,71.1,5.04,493.27
7897,816.5,2.03,225,75.4,6.26,554.37
7898,744.0,1.94,274,67.3,3.9,505.38
7899,683.0,2.2,176,44.1,3.39,452.73
7900,725.7,1.35,256,60.0,4.36,488.18
7901,675.6,1.4,423,37.1,6.43,522.52
7902,693.7,1.29,447,35.9,5.69,499.52
7903,769.4,2.28,219,61.9,4.15,503.83
7904,691.3,0.9,67,72.6,3.95,472.32
7905,805.6,0.53,437,33.4,5.32,576.76
7906,746.4,1.99,52,35.3,5.1,462.87
7907,754.3,2.86,147,58.3,5.62,505.42
7908,736.1,2.02,118,40.9,3.84,459.56
7909,788.6,2.46,498,60.6,4.92,545.44
7910,789.2,2.18,57,40.7,5.9,504.15
7911,766.8,1.74,135,35.8,6.13,513.07
7912,778.2,2.3,478,57.3,3.76,543.15
7913,739.4,2.56,223,73.1,4.91,501.3
7914,777.1,1.06,410,64.3,4.71,578.42
7915,733.1,1.34,137,70.9,4.16,502.8
7916,750.1,1.06,398,43.3,4.26,539.19
7917,736.3,1.63,207,74.3,5.57,511.89
7918,727.1,2.71,211,48.9,4.23,483.08
7919,715.5,1.36,201,72.6,4.88,500.44
7920,773.4,1.44,116,53.6,5.49,515.62
7921,815.5,2.65,203,43.4,6.75,571.52
7922,808.6,1.79,336,43.0,5.3,568.57
7923,687.2,1.84,247,58.4,5.72,485.81
7924,814.5,2.65,141,34.0,5.26,523.4
7925,734.1,1.73,366,76.5,4.79,530.86
7926,780.0,2.2,92,43.6,4.78,493.94
7927,704.7,0.71,293,46.8,4.88,535.65
7928,757.1,0.95,477,41.7,2.86,536.41
7929,765.7,1.51,231,30.2,4.67,530.73
7930,675.8,1.74,115,64.6,5.44,467.61
7931,780.4,2.91,303,59.5,4.26,525.97
7932,817.3,2.93,75,70.5,6.45,538.64
7933,741.3,2.63,204,32.1,5.13,480.55
7934,818.0,1.29,197,76.4,4.87,549.6
7935,740.5,2.91,56,46.5,5.84,476.7
7936,792.5,2.22,371,75.7,5.56,570.37
7937,639.1,1.48,368,35.4,6.13,506.04
7938,870.9,2.25,34,67.2,6.33,548.88
7939,824.8,0.54,75,59.0,6.47,557.97
7940,735.8,0.87,496,47.9,5.46,558.42
7941,651.4,2.57,344,34.0,3.96,442.31
7942,764.4,2.11,76,60.2,4.76,509.68
7943,677.8,1.41,206,31.3,6.64,484.21
7944,772.2,1.75,255,55.1,5.26,531.3
7945,770.6,2.76,305,60.2,4.57,529.88
7946,702.9,2.08,109,66.6,4.46,477.2
7947,806.0,1.5,187,79.6,3.92,531.88
7948,790.3,0.8,124,43.0,5.92,529.36
7949,798.8,1.23,177,46.1,4.55,531.9
7950,750.4,2.95,128,47.1,4.02,471.84
7951,679.2,1.59,495,66.6,4.13,539.19
7952,798.9,1.68,174,76.6,2.39,506.6
7953,736.5,1.75,228,78.7,5.71,515.43
7954,680.5,2.71,206,77.3,4.76,460.06
7955,817.6,2.01,410,74.0,3.77,554.92
7956,855.0,2.23,327,79.5,6.39,589.95
7957,747.9,1.47,495,48.8,5.05,539.57
7958,858.0,0.57,246,77.4,2.76,573.41
7959,754.6,2.83,178,68.1,5.72,492.0
7960,731.0,2.87,85,38.4,3.99,468.94
7961,718.5,2.87,435,32.3,5.6,503.58
7962,831.9,2.86,296,40.7,5.51,540.72
7963,711.0,2.54,42,68.9,5.14,481.87
7964,786.8,2.21,308,61.6,3.75,520.78
7965,722.0,2.61,358,41.2,3.77,495.03
7966,727.0,2.0,239,67.1,4.95,511.74
7967,801.5,0.84,204,37.1,4.06,549.35
7968,731.0,1.48,303,71.1,6.22,537.04
7969,729.8,2.93,306,69.7,4.9,497.09
7970,806.6,1.38,383,78.6,4.0,556.66
7971,829.9,2.67,456,37.5,6.0,571.65
7972,782.2,0.73,433,75.3,3.09,550.5
7973,717.3,1.34,423,47.1,4.87,532.02
7974,724.5,1.38,440,50.8,5.56,540.1
7975,754.0,0.63,287,53.4,3.97,519.72
7976,766.0,0.8,239,61.3,4.57,523.26
7977,700.6,0.98,105,79.7,4.33,490.73
7978,786.2,2.59,392,60.0,3.88,527.09
7979,754.3,0.66,448,76.3,5.08,573.71
7980,664.2,1.25,180,42.8,5.85,472.99
7981,703.6,0.53,326,49.9,7.0,547.08
7982,724.8,2.24,339,55.2,5.76,523.6
7983,746.4,2.05,41,46.1,4.73,469.96
7984,844.5,2.11,397,78.8,6.11,585.42
7985,761.9,1.44,486,66.3,3.87,562.71
7986,708.0,1.02,54,53.9,4.46,485.17
7987,761.0,2.3,81,67.6,5.95,504.16
7988,732.4,2.53,29,53.4,4.34,473.93
7989,766.2,0.85,248,30.9,5.06,527.62
7990,779.0,1.72,208,57.2,4.3,517.28
7991,810.5,1.12,74,61.3,4.78,534.45
7992,748.8,0.92,197,79.1,4.93,542.69
7993,831.9,2.34,98,32.0,5.47,516.3
7994,795.4,1.85,419,55.6,5.17,563.01
7995,714.6,1.04,210,34.9,5.71,504.43
7996,860.5,1.28,32,37.4,5.39,559.46
7997,766.3,2.92,305,60.5,4.8,521.22
7998,708.2,2.62,139,41.6,4.39,463.02
7999,832.6,2.7,163,67.5,4.09,531.34
8000,853.9,1.65,87,55.7,2.27,517.4
8001,748.3,2.06,199,40.9,4.88,495.08
8002,724.8,1.44,309,54.7,3.86,533.36
8003,741.4,0.69,424,30.0,4.12,532.95
8004,785.7,1.5,163,73.1,4.7,530.63
8005,813.9,1.98,122,30.6,4.48,513.0
8006,778.5,1.22,348,30.4,5.55,535.71
8007,755.1,2.62,495,60.6,4.83,525.89
8008,824.9,0.88,126,78.7,6.63,572.54
8009,734.4,1.42,14,72.8,7.19,496.06
8010,801.5,0.81,386,42.6,4.69,558.25
8011,735.6,1.51,335,39.8,4.15,520.32
8012,771.6,0.6,44,61.3,3.24,508.63
8013,744.3,1.18,281,71.1,6.83,542.66
8014,747.2,1.5,168,48.1,4.28,497.87
8015,731.1,1.7,219,51.6,4.46,490.29
8016,817.2,1.86,23,35.8,4.3,530.39
8017,713.4,1.19,34,37.6,4.67,466.53
8018,713.0,1.81,344,58.4,4.52,518.11
8019,856.0,1.77,227,35.1,5.83,542.12
8020,798.9,1.29,263,40.1,2.25,529.62
8021,630.7,2.58,493,41.7,4.81,485.36
8022,721.7,1.86,212,52.2,5.72,494.65
8023,659.4,1.33,110,32.3,4.31,448.52
8024,702.5,2.87,370,55.0,5.59,509.42
8025,600.0,2.61,238,76.4,5.09,430.36
