ID_Registro,Demanda_Historica_MesAnterior,Precio_Materia_Prima_USD,Capacidad_Almacen_Pct,Indice_Estacionalidad,Ordenes_Pendientes_Clientes,Demanda_Estimada_Unidades
8321,395.0,36.98,86.2,0.82,99,589.0
8322,399.0,25.68,26.8,1.33,94,650.0
8323,540.0,31.85,59.9,1.17,51,599.0
8324,459.0,34.81,49.5,1.28,141,808.0
8325,524.0,29.44,87.0,1.01,75,654.0
8326,376.0,19.91,25.7,1.26,120,717.0
8327,543.0,43.44,71.5,0.93,77,628.0
8328,410.0,31.71,36.8,1.24,81,607.0
8329,535.0,41.75,58.8,0.85,77,619.0
8330,441.0,24.57,41.3,1.42,37,564.0
8331,462.0,27.73,72.6,1.37,69,635.0
8332,501.0,20.03,67.2,0.85,126,785.0
8333,473.0,40.96,80.4,1.1,60,538.0
8334,335.0,38.54,66.6,1.15,87,541.0
8335,571.0,32.95,31.0,0.98,119,783.0
8336,648.0,18.34,47.1,1.34,91,856.0
8337,494.0,21.85,70.2,1.39,147,885.0
8338,420.0,20.74,69.8,1.17,110,682.0
8339,504.0,43.52,46.6,0.98,124,739.0
8340,508.0,26.59,80.3,1.26,45,600.0
8341,595.0,18.06,59.4,1.2,34,634.0
8342,392.0,36.06,38.8,0.81,75,510.0
8343,565.0,37.8,89.5,0.99,16,480.0
8344,533.0,35.64,72.6,1.05,104,721.0
8345,407.0,27.88,31.0,0.84,105,636.0
8346,598.0,43.77,70.5,0.91,117,777.0
8347,422.0,41.77,35.9,0.8,137,709.0
8348,552.0,24.9,69.8,0.99,131,820.0
8349,622.0,22.95,88.1,1.02,40,617.0
8350,467.0,21.93,21.8,1.27,60,611.0
8351,436.0,17.35,81.9,1.13,40,515.0
8352,523.0,39.06,21.1,1.06,113,739.0
8353,253.0,17.02,27.5,0.85,125,616.0
8354,386.0,27.13,56.7,1.35,125,739.0
8355,439.0,35.31,39.1,1.04,17,420.0
8356,555.0,17.28,54.3,0.91,29,553.0
8357,612.0,33.08,93.0,1.4,10,542.0
8358,405.0,31.84,69.9,1.14,22,439.0
8359,484.0,21.39,72.5,0.96,56,597.0
8360,626.0,38.69,64.5,1.48,128,917.0
8361,514.0,18.82,38.4,1.41,32,592.0
8362,417.0,22.93,79.3,0.93,86,630.0
8363,567.0,15.58,89.6,1.47,42,650.0
8364,579.0,32.23,53.7,1.03,34,554.0
8365,594.0,20.16,66.0,1.23,19,581.0
8366,614.0,36.16,90.3,0.81,121,811.0
8367,505.0,26.6,75.2,0.83,40,512.0
8368,626.0,16.88,60.0,1.17,10,568.0
8369,549.0,44.1,75.5,1.48,125,818.0
8370,568.0,35.13,22.5,0.88,44,553.0
8371,428.0,35.79,48.3,1.02,93,621.0
8372,423.0,16.61,83.2,1.14,81,663.0
8373,465.0,33.17,35.3,0.86,124,731.0
8374,453.0,40.23,54.2,1.34,30,491.0
8375,532.0,30.3,78.8,1.36,68,658.0
8376,568.0,39.86,78.8,1.12,62,614.0
8377,473.0,36.15,72.2,0.91,37,489.0
8378,399.0,16.45,81.4,1.3,20,486.0
8379,518.0,42.28,41.6,0.99,93,644.0
8380,664.0,43.7,80.8,0.98,126,849.0
8381,574.0,17.86,82.4,0.94,32,569.0
8382,496.0,36.22,39.5,0.89,23,462.0
8383,565.0,26.35,32.3,1.23,21,576.0
8384,531.0,36.05,44.7,1.15,38,583.0
8385,485.0,34.42,66.5,1.4,138,843.0
8386,386.0,20.82,52.8,1.17,85,648.0
8387,443.0,39.57,80.2,0.88,112,667.0
8388,629.0,18.67,40.3,1.1,146,953.0
8389,564.0,20.77,85.2,1.22,51,680.0
8390,421.0,28.55,72.5,1.49,104,705.0
8391,514.0,33.07,47.4,1.11,45,581.0
8392,571.0,33.25,80.6,0.89,101,734.0
8393,517.0,23.41,77.5,1.01,130,796.0
8394,608.0,30.61,63.3,0.93,21,542.0
8395,349.0,16.05,38.8,1.16,82,591.0
8396,399.0,37.46,82.2,1.02,130,703.0
8397,446.0,31.59,87.4,1.3,144,826.0
8398,356.0,32.98,59.4,0.94,32,388.0
8399,397.0,31.36,69.6,1.08,56,498.0
8400,488.0,44.33,62.1,1.05,68,569.0
8401,560.0,22.4,90.2,1.13,13,544.0
8402,437.0,35.32,57.5,0.95,33,457.0
8403,337.0,36.02,31.2,0.94,87,533.0
8404,547.0,34.74,29.4,1.26,78,657.0
8405,550.0,28.5,51.2,0.88,95,703.0
8406,670.0,36.89,58.6,1.2,101,826.0
8407,450.0,18.81,43.1,1.21,32,525.0
8408,503.0,15.31,46.3,1.38,73,671.0
8409,570.0,35.48,34.5,0.85,142,823.0
8410,641.0,20.53,45.4,1.03,126,888.0
8411,508.0,28.67,53.4,1.07,74,660.0
8412,512.0,16.12,78.8,1.31,27,591.0
8413,338.0,18.6,50.0,1.28,17,413.0
8414,370.0,39.38,22.1,1.0,119,650.0
8415,419.0,43.29,44.6,1.11,92,619.0
8416,494.0,20.8,63.0,1.36,92,725.0
8417,411.0,29.31,65.2,0.93,144,746.0
8418,532.0,23.25,25.4,1.47,48,618.0
8419,433.0,44.96,69.5,1.03,88,593.0
8420,536.0,33.66,35.3,1.14,98,723.0
8421,467.0,18.04,81.0,0.98,118,763.0
8422,594.0,32.92,59.8,1.48,107,825.0
8423,528.0,27.49,87.3,0.86,33,505.0
8424,536.0,40.09,58.6,1.03,124,750.0
8425,548.0,38.11,41.4,1.01,10,466.0
8426,498.0,21.17,42.3,1.19,146,856.0
8427,651.0,32.82,69.6,1.23,126,887.0
8428,528.0,22.78,90.4,1.1,106,762.0
8429,447.0,19.47,34.7,1.33,16,504.0
8430,453.0,29.48,93.1,1.35,41,547.0
8431,651.0,26.21,44.4,1.4,37,679.0
8432,507.0,26.85,52.2,1.18,141,866.0
8433,450.0,35.84,20.4,0.93,29,448.0
8434,503.0,21.66,42.6,1.31,113,798.0
8435,379.0,39.71,22.6,0.83,60,458.0
8436,480.0,43.51,20.1,1.02,71,604.0
8437,521.0,18.34,64.2,1.04,138,848.0
8438,459.0,17.94,75.1,1.2,55,603.0
8439,694.0,44.29,44.3,1.32,62,713.0
8440,602.0,36.0,73.4,1.1,29,552.0
8441,509.0,19.13,40.1,1.0,109,733.0
8442,488.0,16.9,35.4,1.32,94,725.0
8443,623.0,39.59,40.4,1.28,42,637.0
8444,534.0,16.87,52.5,0.98,57,610.0
8445,464.0,32.18,31.4,1.17,39,504.0
8446,399.0,38.56,78.4,1.02,19,396.0
8447,386.0,42.67,59.4,1.04,73,524.0
8448,510.0,17.58,91.3,0.98,20,529.0
8449,588.0,32.15,79.7,1.25,123,830.0
8450,605.0,35.39,68.4,0.93,67,668.0
8451,500.0,16.75,61.9,1.21,78,713.0
8452,520.0,34.58,40.1,1.43,112,768.0
8453,422.0,39.75,31.5,1.02,71,567.0
8454,434.0,25.34,55.7,1.28,41,510.0
8455,486.0,30.85,68.6,1.39,24,509.0
8456,590.0,27.07,41.3,1.12,148,886.0
8457,386.0,28.72,38.2,1.48,56,557.0
8458,525.0,19.32,27.9,1.49,113,838.0
8459,523.0,26.04,86.2,0.83,46,539.0
8460,396.0,26.9,32.2,1.48,129,753.0
8461,445.0,28.12,21.2,1.26,67,594.0
8462,448.0,40.18,38.1,0.87,72,564.0
8463,464.0,33.42,62.0,0.85,135,744.0
8464,685.0,32.07,56.8,1.36,38,698.0
8465,372.0,25.11,34.1,1.13,141,760.0
8466,400.0,30.45,52.4,1.1,133,727.0
8467,460.0,15.31,69.3,0.9,45,524.0
8468,518.0,28.46,87.4,1.0,98,729.0
8469,705.0,22.4,38.5,1.37,119,961.0
8470,556.0,34.02,39.5,1.5,83,731.0
8471,523.0,41.75,64.4,1.09,103,736.0
8472,403.0,44.52,87.3,1.27,51,522.0
8473,433.0,33.98,27.8,1.39,111,716.0
8474,478.0,23.96,22.0,1.02,37,525.0
8475,541.0,32.53,27.2,1.11,146,864.0
8476,505.0,28.51,24.4,0.94,28,469.0
8477,438.0,19.61,86.4,1.35,123,754.0
8478,545.0,36.78,87.6,1.16,69,636.0
8479,570.0,26.8,69.8,0.91,118,767.0
8480,510.0,23.92,93.1,1.45,71,664.0
8481,578.0,37.73,41.8,0.87,63,612.0
8482,474.0,28.91,89.7,1.15,113,710.0
8483,515.0,20.95,70.7,1.22,125,826.0
8484,468.0,43.29,65.1,1.42,69,601.0
8485,480.0,32.04,64.7,0.88,24,469.0
8486,494.0,44.36,25.3,0.96,29,462.0
8487,423.0,42.36,30.7,0.89,34,456.0
8488,513.0,28.98,70.9,1.14,124,797.0
8489,472.0,26.98,68.2,1.21,33,538.0
8490,471.0,18.81,77.0,1.22,54,590.0
8491,595.0,20.72,93.7,1.21,108,807.0
8492,396.0,23.84,86.5,0.91,34,446.0
8493,534.0,23.91,42.3,1.39,48,652.0
8494,388.0,16.47,43.8,0.86,59,524.0
8495,364.0,38.2,61.9,1.13,57,479.0
8496,437.0,39.69,51.1,0.88,14,373.0
8497,534.0,20.53,73.9,1.21,140,878.0
8498,375.0,27.29,30.1,1.46,144,808.0
8499,470.0,30.02,52.4,1.17,42,519.0
8500,370.0,30.27,77.8,1.22,102,638.0
8501,524.0,29.92,76.2,0.83,29,484.0
8502,453.0,32.09,23.2,1.45,129,791.0
8503,455.0,16.2,71.6,1.25,89,694.0
8504,388.0,37.76,53.9,0.86,106,630.0
8505,529.0,19.55,85.5,0.99,49,599.0
8506,588.0,26.4,77.3,1.47,148,955.0
8507,530.0,22.77,80.3,1.28,11,519.0
8508,472.0,31.32,26.4,0.9,22,457.0
8509,401.0,29.87,70.2,0.94,116,659.0
8510,457.0,26.34,78.3,1.01,62,581.0
8511,550.0,27.22,62.9,1.2,112,816.0
8512,441.0,18.02,24.1,0.98,133,783.0
8513,508.0,23.82,83.8,1.44,39,567.0
8514,556.0,41.75,44.9,1.42,38,595.0
8515,584.0,18.52,25.0,1.43,52,704.0
8516,418.0,34.2,26.5,1.19,125,748.0
8517,403.0,18.42,43.0,1.14,44,522.0
8518,538.0,36.24,33.5,1.2,79,658.0
8519,528.0,40.02,89.6,1.13,132,791.0
8520,436.0,33.51,72.2,1.12,99,650.0
8521,334.0,38.03,37.4,0.91,34,377.0
8522,526.0,29.83,51.9,1.17,66,656.0
8523,471.0,34.82,34.3,1.3,127,774.0
8524,393.0,18.28,88.3,1.48,75,634.0
8525,635.0,26.89,50.7,1.15,52,682.0
8526,454.0,23.68,25.1,1.46,142,822.0
8527,341.0,39.14,37.3,1.25,137,706.0
8528,560.0,43.92,78.4,0.9,111,712.0
8529,461.0,18.59,87.5,1.38,28,523.0
8530,441.0,21.05,45.4,1.1,108,719.0
8531,542.0,39.09,28.7,1.42,54,630.0
8532,674.0,36.58,50.4,1.27,22,610.0
8533,624.0,18.83,64.2,0.93,112,825.0
8534,457.0,19.3,66.0,1.46,90,706.0
8535,587.0,42.44,35.1,1.0,144,839.0
8536,479.0,27.67,31.8,1.46,29,546.0
8537,426.0,29.28,33.7,0.84,36,455.0
8538,528.0,25.62,24.1,0.91,48,574.0
8539,683.0,30.39,51.6,1.42,143,974.0
8540,410.0,28.52,31.4,1.44,83,655.0
8541,597.0,21.45,50.4,0.86,140,884.0
8542,614.0,41.7,64.8,0.91,145,845.0
8543,393.0,26.42,32.9,1.36,19,470.0
8544,538.0,38.19,81.5,0.91,90,656.0
8545,426.0,20.09,93.3,0.81,133,738.0
8546,475.0,39.43,85.3,1.41,79,626.0
8547,424.0,26.19,78.3,1.28,44,542.0
8548,566.0,22.32,80.9,0.96,124,821.0
8549,426.0,29.2,34.6,0.88,23,436.0
8550,457.0,41.55,76.2,1.26,84,646.0
8551,537.0,35.44,28.7,0.87,107,722.0
8552,465.0,37.85,49.0,1.41,13,441.0
8553,315.0,36.93,46.2,1.2,42,435.0
8554,485.0,15.33,70.7,0.92,96,725.0
8555,449.0,40.55,74.1,0.8,34,421.0
8556,518.0,16.15,48.8,1.11,102,762.0
8557,650.0,39.77,31.5,1.29,58,706.0
8558,524.0,35.51,25.0,1.41,73,663.0
8559,590.0,43.42,43.8,1.04,94,737.0
8560,595.0,38.58,76.1,1.14,127,832.0
8561,637.0,27.9,67.3,1.12,19,595.0
8562,496.0,41.62,43.1,0.82,73,567.0
8563,465.0,23.15,37.9,1.29,145,841.0
8564,565.0,36.19,84.0,1.1,125,805.0
8565,539.0,35.37,23.1,1.25,61,603.0
8566,418.0,42.72,74.6,1.11,10,379.0
8567,354.0,26.95,31.0,0.89,11,338.0
8568,327.0,36.63,88.2,0.93,72,498.0
8569,551.0,24.46,68.2,1.01,89,705.0
8570,582.0,20.69,32.7,0.92,22,528.0
8571,639.0,41.25,65.0,1.18,30,603.0
8572,516.0,32.45,35.4,1.27,110,761.0
8573,517.0,26.55,93.3,0.97,113,771.0
8574,399.0,43.86,64.7,1.4,112,706.0
8575,458.0,43.81,39.3,1.01,33,457.0
8576,480.0,28.71,39.8,1.2,101,708.0
8577,597.0,34.69,20.4,1.27,10,532.0
8578,539.0,32.97,75.2,1.43,63,673.0
8579,531.0,36.39,36.4,1.26,144,823.0
8580,627.0,41.48,94.2,0.9,126,796.0
8581,529.0,18.44,70.1,0.99,101,759.0
8582,561.0,36.13,81.7,1.41,101,777.0
8583,404.0,42.49,72.8,1.32,129,735.0
8584,438.0,30.91,78.7,1.05,29,456.0
8585,494.0,38.34,45.8,1.05,12,454.0
8586,631.0,18.47,46.7,1.44,122,914.0
8587,717.0,32.67,78.2,1.47,112,904.0
8588,507.0,21.88,64.9,1.37,14,534.0
8589,584.0,28.85,68.5,1.15,35,562.0
8590,613.0,15.02,35.1,0.81,113,827.0
8591,532.0,43.05,88.0,1.46,50,620.0
8592,377.0,18.79,88.2,1.34,144,823.0
8593,419.0,36.95,67.1,0.98,107,652.0
8594,572.0,22.13,56.6,1.21,76,723.0
8595,487.0,42.24,25.5,0.86,127,741.0
8596,518.0,23.75,61.2,1.23,34,557.0
8597,619.0,31.99,31.3,1.04,63,669.0
8598,513.0,42.54,37.3,1.32,134,805.0
8599,417.0,19.35,58.5,1.03,103,689.0
8600,531.0,19.03,77.4,0.85,27,522.0
8601,524.0,19.01,82.4,1.48,20,562.0
8602,679.0,26.11,58.7,0.96,10,569.0
8603,597.0,43.29,79.5,1.31,119,837.0
8604,512.0,20.29,82.7,0.96,21,490.0
8605,510.0,36.84,21.8,1.31,88,675.0
8606,564.0,29.78,70.1,1.32,11,520.0
8607,347.0,32.3,48.2,1.05,132,708.0
8608,603.0,17.73,69.3,0.94,123,880.0
8609,516.0,39.54,92.4,1.41,94,736.0
8610,553.0,43.46,67.4,1.33,50,594.0
8611,585.0,29.94,92.4,1.25,115,821.0
8612,492.0,38.43,26.8,0.86,70,585.0
8613,482.0,23.23,48.0,1.45,58,649.0
8614,404.0,44.39,42.2,1.44,50,524.0
8615,509.0,40.23,94.6,1.49,79,698.0
8616,537.0,21.22,73.5,1.27,88,731.0
8617,439.0,22.04,53.1,1.49,143,845.0
8618,572.0,37.32,93.9,1.39,81,723.0
8619,559.0,26.51,48.7,1.48,138,924.0
8620,450.0,24.3,69.4,1.29,110,726.0
8621,498.0,24.63,40.0,0.87,85,647.0
8622,538.0,43.61,84.3,0.81,96,666.0
8623,431.0,35.28,94.3,0.96,44,466.0
8624,440.0,27.1,72.0,1.41,16,497.0
8625,517.0,21.25,91.5,0.99,30,534.0
8626,616.0,32.4,83.1,1.02,33,612.0
8627,478.0,38.15,35.5,1.07,75,607.0
8628,454.0,21.34,20.2,1.44,136,859.0
8629,563.0,15.89,56.4,0.83,129,843.0
8630,478.0,38.4,48.3,0.84,81,602.0
8631,417.0,42.91,39.0,1.35,57,535.0
8632,396.0,15.32,69.9,0.93,90,611.0
8633,521.0,38.45,93.2,1.39,106,741.0
8634,450.0,42.59,57.8,1.44,136,788.0
8635,609.0,18.55,27.5,1.0,132,886.0
8636,562.0,42.94,29.6,1.3,143,871.0
8637,503.0,39.81,80.0,1.35,98,711.0
8638,614.0,18.37,61.5,1.06,99,795.0
8639,564.0,37.46,34.4,1.09,54,661.0
8640,346.0,30.71,23.6,1.33,143,765.0
8641,491.0,18.89,77.4,1.05,136,805.0
8642,440.0,16.53,68.5,1.46,33,562.0
8643,457.0,44.36,23.0,1.49,75,629.0
8644,433.0,34.79,53.8,1.29,110,720.0
8645,549.0,25.24,65.5,1.34,145,882.0
8646,423.0,35.72,40.3,1.49,50,548.0
8647,501.0,25.63,58.1,0.97,68,633.0
8648,491.0,40.71,63.9,1.26,148,833.0
8649,437.0,38.76,22.1,1.31,91,634.0
8650,436.0,18.02,92.8,1.03,98,666.0
8651,461.0,30.64,21.0,1.19,79,638.0
8652,441.0,43.08,81.9,1.11,32,462.0
8653,396.0,43.52,70.8,1.26,120,662.0
8654,490.0,26.84,49.3,1.33,29,536.0
8655,605.0,31.89,20.7,0.82,94,721.0
8656,485.0,24.91,80.9,1.1,38,529.0
8657,572.0,34.2,39.2,1.27,71,700.0
8658,477.0,33.27,69.8,1.33,114,746.0
8659,501.0,43.77,32.9,1.2,20,431.0
8660,598.0,25.99,71.3,1.2,69,695.0
8661,439.0,42.75,37.2,1.13,56,539.0
8662,500.0,31.85,69.3,1.34,68,636.0
8663,422.0,40.27,61.8,1.5,85,630.0
8664,473.0,22.32,24.2,1.39,128,827.0
8665,400.0,15.03,87.1,1.0,122,742.0
8666,545.0,15.91,54.9,1.32,27,566.0
8667,548.0,32.85,68.8,1.25,42,579.0
8668,550.0,21.49,94.5,0.89,115,786.0
8669,558.0,23.17,85.7,0.8,19,511.0
8670,611.0,15.09,39.9,1.14,103,848.0
8671,470.0,39.63,44.6,0.83,71,584.0
8672,500.0,22.93,59.0,1.39,144,883.0
8673,424.0,37.54,72.2,1.1,32,468.0
8674,558.0,18.97,73.7,0.91,116,818.0
8675,480.0,42.42,32.8,0.91,10,402.0
8676,591.0,27.13,32.7,1.02,34,603.0
8677,358.0,39.95,80.7,1.01,115,623.0
8678,536.0,40.16,32.2,1.0,136,815.0
8679,590.0,21.26,37.2,1.05,63,722.0
8680,493.0,42.86,86.0,1.35,111,698.0
8681,383.0,35.9,82.4,0.84,66,517.0
8682,494.0,35.04,80.2,1.16,91,689.0
8683,444.0,43.56,41.0,0.86,36,452.0
8684,537.0,16.15,92.7,1.06,122,804.0
8685,420.0,41.2,64.9,1.37,63,557.0
8686,389.0,38.01,86.1,0.95,141,728.0
8687,415.0,23.4,57.2,1.27,101,688.0
8688,632.0,19.57,89.6,0.91,77,742.0
8689,521.0,32.57,80.0,1.41,108,765.0
8690,518.0,31.73,32.6,0.84,140,825.0
8691,542.0,31.28,92.6,0.84,58,597.0
8692,523.0,37.72,77.3,0.8,28,509.0
8693,644.0,40.97,60.6,1.34,46,651.0
8694,504.0,30.27,69.0,0.81,11,450.0
8695,573.0,29.76,78.4,1.27,79,730.0
8696,514.0,38.25,57.1,0.83,34,484.0
8697,593.0,36.75,53.0,1.49,36,621.0
8698,559.0,20.07,86.2,1.41,29,642.0
8699,554.0,36.88,37.6,0.97,37,546.0
8700,550.0,39.1,56.0,1.46,24,545.0
8701,505.0,33.09,76.6,1.3,128,841.0
8702,594.0,19.43,90.1,1.35,138,938.0
8703,499.0,23.99,63.1,1.44,31,574.0
8704,461.0,33.96,68.8,0.88,102,680.0
8705,500.0,36.85,33.1,1.08,123,757.0
8706,365.0,28.62,67.1,1.16,55,507.0
8707,498.0,15.02,32.6,1.19,52,633.0
8708,512.0,24.58,54.5,0.85,97,697.0
8709,650.0,29.51,82.8,1.34,85,794.0
8710,459.0,39.31,51.9,0.93,46,498.0
8711,586.0,34.89,76.4,1.31,125,845.0
8712,504.0,25.1,60.8,1.04,44,565.0
8713,415.0,24.84,49.5,1.34,135,797.0
8714,483.0,30.93,65.5,1.3,142,862.0
8715,580.0,29.25,50.1,1.32,95,801.0
8716,533.0,27.65,33.8,1.24,83,762.0
8717,542.0,25.64,73.0,1.38,133,886.0
8718,493.0,23.79,86.5,0.92,35,527.0
8719,428.0,40.32,27.5,1.46,72,614.0
8720,428.0,36.59,58.2,1.05,36,469.0
8721,450.0,39.0,38.4,1.13,99,660.0
8722,586.0,35.49,70.9,1.26,33,540.0
8723,417.0,29.0,62.7,1.27,72,601.0
8724,445.0,36.99,51.3,1.44,144,822.0
8725,591.0,26.89,56.7,1.1,122,840.0
8726,425.0,23.38,79.6,1.04,45,523.0
8727,461.0,39.42,74.5,1.11,90,638.0
8728,458.0,32.73,94.5,1.44,109,732.0
8729,448.0,34.8,93.3,1.23,136,780.0
8730,588.0,30.14,53.8,1.07,12,519.0
8731,503.0,18.53,81.9,1.37,63,668.0
8732,467.0,30.82,38.9,1.2,143,815.0
8733,413.0,36.13,45.2,1.16,13,407.0
8734,596.0,17.68,66.7,1.34,93,800.0
8735,506.0,41.7,81.0,1.18,84,641.0
8736,493.0,34.03,87.8,0.86,137,772.0
8737,627.0,22.67,34.7,0.9,32,593.0
8738,364.0,35.97,88.2,1.41,73,585.0
8739,464.0,37.7,48.1,1.44,139,808.0
8740,519.0,24.51,82.9,1.07,102,726.0
8741,576.0,18.6,90.8,1.34,76,777.0
8742,436.0,40.01,51.5,0.9,96,605.0
8743,478.0,20.11,80.2,0.97,107,693.0
8744,455.0,21.39,81.4,0.96,85,644.0
8745,340.0,30.96,49.0,1.38,57,517.0
8746,519.0,30.57,78.8,0.84,12,492.0
8747,611.0,26.74,42.1,0.99,59,650.0
8748,572.0,19.16,22.5,1.35,58,670.0
8749,638.0,33.39,23.8,1.11,148,914.0
8750,558.0,20.97,55.6,0.87,73,696.0
8751,481.0,21.35,68.4,1.23,74,681.0
8752,534.0,35.15,31.1,0.96,21,504.0
8753,672.0,40.79,46.9,0.99,72,717.0
8754,374.0,38.47,21.2,1.36,92,634.0
8755,558.0,24.77,72.0,1.39,62,693.0
8756,480.0,39.19,43.8,1.25,75,662.0
8757,697.0,20.15,43.4,1.18,131,959.0
8758,559.0,21.4,58.7,1.28,28,579.0
8759,386.0,24.59,30.4,1.33,129,767.0
8760,627.0,20.91,49.8,0.95,63,698.0
8761,547.0,31.61,64.8,1.22,42,606.0
8762,667.0,35.68,31.4,1.28,97,820.0
8763,566.0,31.45,91.2,1.13,85,703.0
8764,453.0,20.88,73.5,0.87,64,584.0
8765,479.0,28.47,68.3,1.45,11,498.0
8766,433.0,30.54,92.0,0.87,131,718.0
8767,457.0,16.8,36.6,0.81,94,658.0
8768,521.0,22.42,42.7,1.24,94,740.0
8769,538.0,35.96,30.1,1.43,10,508.0
8770,599.0,31.93,41.2,0.91,111,763.0
8771,480.0,30.25,46.5,0.88,124,741.0
8772,564.0,42.43,81.0,0.87,143,818.0
8773,525.0,35.58,59.9,1.26,66,654.0
8774,535.0,43.98,75.6,1.39,118,776.0
8775,478.0,36.06,82.5,1.15,54,542.0
8776,478.0,31.95,81.9,1.0,124,745.0
8777,425.0,31.32,62.8,0.85,104,655.0
8778,561.0,28.02,68.7,1.49,146,966.0
8779,486.0,42.97,42.8,1.34,102,713.0
8780,501.0,19.36,51.1,0.99,149,877.0
8781,465.0,28.61,82.4,1.3,46,540.0
8782,575.0,19.71,26.9,1.2,103,795.0
8783,311.0,28.25,89.1,1.06,137,684.0
8784,540.0,40.5,21.8,0.95,98,710.0
8785,542.0,26.71,49.3,1.01,147,884.0
8786,444.0,21.65,68.2,1.08,18,452.0
8787,463.0,32.19,60.6,1.27,65,640.0
8788,518.0,42.14,90.4,1.04,82,633.0
8789,577.0,19.21,80.6,1.47,124,911.0
8790,456.0,29.85,48.6,1.04,24,433.0
8791,512.0,41.14,58.2,1.18,29,521.0
8792,642.0,21.34,27.8,1.09,85,774.0
8793,475.0,43.74,54.1,1.2,49,523.0
8794,392.0,23.55,50.6,1.3,103,698.0
8795,381.0,29.0,48.9,1.37,54,535.0
8796,491.0,42.2,20.2,1.16,140,822.0
8797,559.0,26.45,44.2,1.3,131,854.0
8798,528.0,16.74,91.9,0.94,80,666.0
8799,516.0,19.2,43.1,0.86,69,633.0
8800,437.0,16.54,80.4,1.18,46,544.0
8801,558.0,34.0,55.4,1.17,16,524.0
8802,539.0,15.85,57.7,1.4,100,833.0
8803,605.0,15.95,87.0,1.12,46,667.0
8804,418.0,22.52,91.2,1.06,89,642.0
8805,623.0,22.6,65.8,1.5,77,782.0
8806,352.0,32.9,79.5,0.92,44,447.0
8807,591.0,35.74,20.4,1.01,113,792.0
8808,642.0,27.29,32.8,1.05,72,743.0
8809,454.0,30.66,37.5,1.06,81,647.0
8810,463.0,29.82,50.1,1.07,30,490.0
8811,418.0,22.83,79.3,1.04,43,498.0
8812,439.0,44.51,62.3,1.21,19,435.0
8813,525.0,36.45,60.0,1.09,84,688.0
8814,378.0,40.65,85.5,1.43,58,528.0
8815,506.0,25.68,38.6,1.36,17,521.0
8816,410.0,44.63,79.1,1.28,133,733.0
8817,424.0,37.16,36.1,0.95,52,499.0
8818,606.0,33.19,47.2,1.46,113,864.0
8819,548.0,30.99,41.1,1.15,39,544.0
8820,446.0,23.41,42.5,1.02,124,753.0
8821,570.0,19.86,28.0,1.34,59,702.0
8822,565.0,43.98,49.7,1.14,76,670.0
8823,482.0,22.09,78.0,1.11,27,507.0
8824,490.0,15.23,39.9,1.14,84,721.0
8825,616.0,21.35,93.1,0.96,102,796.0
8826,533.0,16.25,85.3,1.27,121,818.0
8827,436.0,19.81,84.5,1.32,120,780.0
8828,477.0,44.04,52.8,1.33,23,489.0
8829,403.0,27.64,27.7,1.32,122,731.0
8830,433.0,39.45,67.6,1.41,46,520.0
8831,531.0,39.26,48.8,1.12,16,506.0
8832,396.0,19.26,66.4,1.3,90,659.0
8833,579.0,24.66,46.3,1.21,147,924.0
8834,498.0,38.95,51.2,1.17,37,513.0
8835,480.0,18.47,77.5,1.39,33,576.0
8836,509.0,19.91,84.8,1.03,65,624.0
8837,551.0,33.63,70.6,0.96,115,787.0
8838,649.0,20.32,49.8,1.28,15,589.0
8839,502.0,17.6,72.6,1.2,133,869.0
8840,288.0,17.47,57.7,1.03,97,586.0
8841,581.0,34.82,22.1,0.98,43,600.0
8842,489.0,42.33,89.6,1.31,23,473.0
8843,577.0,19.76,48.8,1.1,117,840.0
8844,392.0,20.95,20.9,1.39,56,596.0
8845,472.0,36.23,24.3,0.86,41,510.0
8846,498.0,44.74,77.3,1.3,116,743.0
8847,591.0,17.88,41.0,1.22,106,826.0
8848,506.0,44.54,37.9,1.39,32,504.0
8849,461.0,42.7,73.5,1.1,34,484.0
8850,456.0,16.26,38.0,1.49,15,512.0
8851,530.0,16.31,60.9,1.35,25,588.0
8852,555.0,19.44,77.1,0.89,28,555.0
8853,489.0,25.16,75.3,1.49,48,603.0
8854,582.0,16.64,41.8,1.4,130,891.0
8855,437.0,22.83,67.3,1.21,91,692.0
8856,559.0,22.93,81.5,1.13,71,694.0
8857,520.0,33.87,62.3,0.91,78,654.0
8858,570.0,42.75,85.9,1.27,111,778.0
8859,542.0,33.83,89.3,1.23,17,517.0
8860,594.0,43.03,87.5,1.21,51,614.0
8861,470.0,29.31,30.0,1.33,126,793.0
8862,346.0,31.18,54.6,1.39,16,433.0
8863,458.0,18.1,85.2,1.35,98,730.0
8864,449.0,32.49,54.1,1.47,92,704.0
8865,570.0,17.38,43.8,1.23,139,952.0
8866,449.0,40.11,23.8,1.01,86,575.0
8867,524.0,27.12,25.1,1.25,111,788.0
8868,392.0,25.91,25.9,1.2,73,587.0
8869,510.0,29.75,84.9,1.25,55,612.0
8870,547.0,38.54,61.9,0.89,87,653.0
8871,508.0,20.31,41.2,1.04,121,803.0
8872,502.0,26.33,54.4,1.35,48,597.0
8873,476.0,16.54,82.6,0.88,65,617.0
8874,492.0,27.1,89.7,1.33,44,588.0
8875,500.0,22.88,62.7,1.03,100,708.0
8876,458.0,31.9,52.3,1.31,112,757.0
