ID_Proceso,Presion_Hidraulica_Bar,Vibracion_Husillo_mm_s,Temperatura_Refrigerante_C,Piezas_Procesadas_Herramienta,Velocidad_Corte_RPM,Desgaste_Herramienta_Micras
7680,146.4,4.41,25.0,1142,1457,107.29
7681,128.0,5.24,49.7,843,2783,114.51
7682,139.4,5.63,45.4,896,2398,120.85
7683,158.8,0.63,47.3,1429,1479,99.44
7684,158.6,5.79,33.6,1094,2470,118.02
7685,160.0,3.03,45.7,407,1470,67.26
7686,133.7,2.85,25.0,1167,3233,109.33
7687,177.2,1.08,42.9,220,2724,59.67
7688,152.6,4.35,52.6,575,2923,97.33
7689,162.2,1.0,45.3,974,1506,77.88
7690,172.8,2.19,50.8,565,2125,73.29
7691,150.3,0.75,44.2,222,1279,37.89
7692,126.1,2.93,53.8,1958,1884,145.41
7693,160.8,1.8,32.7,651,1828,66.85
7694,137.5,2.31,47.1,1983,3107,142.28
7695,118.4,5.01,40.2,1603,2177,143.03
7696,155.6,3.29,41.2,550,3265,92.35
7697,157.4,5.91,46.9,1879,2553,166.1
7698,152.9,0.69,42.8,233,3223,50.83
7699,162.1,1.89,64.6,1769,2069,131.33
7700,166.5,1.94,40.3,1304,3480,110.43
7701,160.8,1.61,40.3,170,2577,49.09
7702,141.4,4.34,36.3,667,2121,88.73
7703,153.0,2.75,43.7,631,3386,88.54
7704,144.0,2.53,40.4,1563,2515,123.0
7705,146.0,0.82,44.6,509,3219,63.64
7706,157.2,1.46,46.2,651,2222,71.38
7707,139.4,2.28,50.0,1783,2672,132.56
7708,179.2,2.75,42.6,1205,1857,106.43
7709,152.2,4.86,44.5,1636,2312,142.87
7710,157.3,0.77,29.0,630,2388,56.87
7711,156.9,5.96,47.9,841,2312,120.19
7712,157.6,2.23,37.7,1707,2413,127.24
7713,145.2,4.61,44.3,774,2761,107.56
7714,137.4,0.81,46.6,143,3037,53.95
7715,156.3,5.72,41.2,1107,2954,130.62
7716,174.5,4.18,63.2,1308,1989,130.07
7717,145.4,0.72,38.3,1141,2594,86.16
7718,134.7,0.85,48.6,1594,2089,110.29
7719,156.2,3.34,45.9,1688,2444,137.87
7720,144.5,5.65,42.8,1732,2534,161.31
7721,164.0,4.05,44.7,486,1598,79.37
7722,136.1,1.14,42.1,524,1428,50.87
7723,152.9,1.05,38.3,485,2758,54.77
7724,162.7,2.47,40.2,1226,2103,101.64
7725,140.6,3.3,43.1,1339,3458,127.75
7726,143.6,4.44,36.2,1589,1431,129.49
7727,130.5,1.11,44.5,569,1853,67.24
7728,132.1,2.69,45.0,1989,1287,137.13
7729,147.8,3.96,36.3,1888,1293,137.75
7730,139.8,1.15,40.5,1240,3418,103.29
7731,151.5,1.28,29.4,1745,1331,105.75
7732,146.9,5.1,56.6,1912,1273,155.91
7733,139.5,1.33,44.3,469,3422,73.18
7734,144.8,2.5,43.9,1834,2736,139.13
7735,162.8,0.5,50.0,185,1301,39.22
7736,148.6,0.83,30.9,959,2129,77.69
7737,151.0,3.55,38.0,468,3484,87.58
7738,161.0,4.33,49.0,1751,2497,146.46
7739,142.8,0.67,36.9,1226,2307,91.24
7740,131.6,4.18,44.7,1069,3320,123.1
7741,162.1,4.28,47.2,1728,1726,142.2
7742,168.7,4.79,37.4,312,2775,87.42
7743,152.9,2.77,49.2,1394,2452,115.1
7744,147.1,3.92,44.8,1598,3260,149.03
7745,143.6,1.08,41.1,1373,2168,102.84
7746,143.1,5.65,44.7,611,2045,106.8
7747,144.5,1.87,50.9,90,1423,50.15
7748,168.9,1.44,48.4,250,2595,59.2
7749,128.0,2.19,44.5,955,3204,103.0
7750,153.6,4.88,44.5,1463,2700,138.11
7751,166.5,3.14,44.7,340,2328,69.9
7752,169.7,5.93,59.7,1579,1498,149.99
7753,169.7,4.24,40.6,1672,2210,141.86
7754,167.0,5.65,40.9,1125,1862,121.02
7755,151.8,5.5,51.7,1046,1862,122.63
7756,172.8,5.11,33.0,917,1237,97.99
7757,153.3,2.69,40.8,1324,2106,115.34
7758,131.9,1.22,45.3,350,1818,51.03
7759,162.4,4.26,47.9,1125,1210,107.1
7760,161.2,4.42,42.1,1969,2324,159.95
7761,166.5,2.9,37.2,1665,1350,125.9
7762,171.7,3.17,45.3,347,1972,70.02
7763,154.6,5.91,45.2,933,2777,128.17
7764,143.8,4.97,48.8,1678,2140,151.22
7765,161.2,0.76,30.0,1895,2612,121.78
7766,154.5,2.17,53.5,1966,2804,136.13
7767,142.8,5.69,46.3,1225,2955,137.07
7768,160.7,1.85,52.6,388,1657,61.99
7769,155.2,0.7,46.9,1539,2330,107.09
7770,180.2,3.56,38.2,451,3360,84.07
7771,121.7,5.22,47.6,892,2775,122.37
7772,167.4,3.75,52.9,306,3346,89.78
7773,168.7,2.57,35.7,932,2246,84.84
7774,176.0,4.36,35.6,425,1549,75.4
7775,142.4,2.52,43.4,1054,1877,98.09
7776,154.9,1.27,45.3,545,3369,73.51
7777,159.1,5.87,39.8,1151,3355,135.57
7778,149.3,2.45,50.5,1365,1918,115.5
7779,144.8,1.03,38.5,1068,2099,87.98
7780,142.9,2.25,60.9,1483,3081,141.0
7781,132.1,2.41,47.3,897,1643,87.19
7782,159.2,5.4,43.9,1462,1301,133.12
7783,149.6,4.51,40.6,1100,2696,126.64
7784,147.5,1.46,42.3,1415,1300,96.16
7785,139.4,5.05,34.8,222,1537,70.6
7786,163.7,5.65,29.4,1004,1871,114.77
7787,191.7,2.09,40.2,119,1758,47.76
7788,148.7,3.21,50.6,105,2364,63.32
7789,165.9,2.08,38.4,549,1927,64.58
7790,163.8,2.47,44.1,1437,1358,104.86
7791,136.9,4.87,42.9,588,2654,98.31
7792,159.8,5.63,44.5,766,1488,103.82
7793,143.9,1.42,43.0,463,1696,65.85
7794,172.7,4.32,34.2,1284,3412,127.61
7795,125.1,4.54,60.6,568,1644,98.36
7796,170.6,5.51,52.1,957,1621,112.33
7797,153.6,1.94,54.9,1618,1457,118.71
7798,149.1,2.89,47.0,50,2896,65.89
7799,135.4,2.8,39.9,748,1295,81.1
7800,150.9,5.07,39.0,791,1582,99.69
7801,163.3,3.46,48.8,523,2649,85.33
7802,158.7,2.01,58.8,762,1888,84.49
7803,143.1,5.57,42.1,646,3188,112.0
7804,152.7,1.65,49.1,846,2093,86.84
7805,136.5,4.79,43.8,1705,1410,139.09
7806,134.0,2.04,52.9,142,1705,51.15
7807,145.5,4.39,47.3,345,1498,77.62
7808,146.0,4.68,45.1,582,1516,89.15
7809,164.5,3.33,41.6,504,1373,75.86
7810,146.6,3.53,39.6,841,1248,87.81
7811,152.4,2.9,42.8,1119,1497,96.7
7812,158.9,1.23,31.6,1533,3426,116.12
7813,140.7,2.27,46.2,1636,2870,131.73
7814,149.5,3.32,34.4,981,1625,87.01
7815,170.9,2.21,59.0,947,2827,100.6
7816,150.4,3.44,33.5,1574,2189,121.01
7817,150.4,1.06,41.1,1804,2475,116.96
7818,139.2,3.62,37.2,569,3296,93.15
7819,149.4,2.65,39.3,600,2474,78.38
7820,133.2,2.92,39.1,186,1342,52.01
7821,155.0,5.25,38.6,1536,1507,136.67
7822,163.1,3.88,44.4,1069,2806,115.19
7823,152.6,3.81,47.2,1296,1491,114.34
7824,152.1,1.14,40.3,1887,1886,112.01
7825,155.3,2.11,55.7,481,3020,79.67
7826,135.7,5.45,47.3,1492,2942,152.53
7827,154.3,3.58,37.3,484,1581,68.1
7828,143.1,5.99,33.5,614,2340,104.15
7829,142.6,0.68,53.7,1020,2472,84.92
7830,160.8,5.8,39.6,101,1512,76.87
7831,145.5,1.93,44.0,1926,2634,135.33
7832,149.3,1.15,57.3,941,1404,77.14
7833,151.9,1.09,48.1,1890,3477,130.35
7834,164.6,1.36,53.9,1548,2261,115.19
7835,136.5,1.14,35.3,822,3467,79.5
7836,158.7,4.79,45.7,1082,2793,131.32
7837,133.6,0.74,49.9,886,1259,67.11
7838,156.6,5.49,30.8,1072,2567,127.06
7839,179.2,0.56,42.6,1638,3369,114.64
7840,148.2,2.18,34.2,1710,2822,127.45
7841,163.9,2.2,43.8,739,1661,78.18
7842,147.2,5.98,42.3,1098,1685,130.49
7843,147.9,1.09,52.7,1411,2368,110.54
7844,151.7,1.1,34.5,1631,3346,125.12
7845,160.6,0.68,40.2,1380,2588,102.09
7846,140.4,5.7,43.4,1124,2647,127.96
7847,151.8,4.75,35.6,1182,3073,124.71
7848,159.3,3.4,40.1,693,2690,93.36
7849,135.9,5.23,43.4,1316,2125,132.75
7850,148.4,2.06,26.8,364,2410,62.84
7851,165.0,5.85,52.7,586,1848,105.9
7852,155.8,5.2,50.1,246,1257,80.34
7853,149.3,2.59,47.7,250,3188,78.08
7854,145.2,1.87,47.6,1887,3127,138.99
7855,146.1,1.49,57.4,1264,2243,116.27
7856,161.9,4.69,48.0,549,1755,87.86
7857,152.0,3.62,45.4,814,3371,103.87
7858,145.6,5.15,44.5,1657,3015,152.04
7859,149.6,5.12,46.6,959,1510,111.81
7860,148.7,4.9,33.9,917,1521,110.51
7861,142.5,5.66,32.1,1314,3042,138.3
7862,142.3,4.98,62.2,1880,2106,163.37
7863,133.3,0.56,43.5,767,1609,62.21
7864,140.1,3.78,55.4,247,2298,84.47
7865,103.2,1.67,45.4,385,2295,62.71
7866,172.9,3.64,49.9,459,2839,85.2
7867,151.9,3.03,46.4,1670,1873,131.37
7868,144.3,6.0,46.3,489,2398,100.34
7869,137.3,1.42,57.1,1956,3410,137.86
7870,182.9,5.27,54.7,1886,2448,159.73
7871,150.5,0.83,41.8,1931,1524,119.99
7872,141.1,5.57,50.6,1847,2332,160.89
7873,173.9,4.69,48.3,1743,2232,147.51
7874,149.8,1.63,39.5,404,2876,66.18
7875,142.0,1.8,54.7,925,1206,79.75
7876,160.0,1.68,52.5,873,2285,86.62
7877,143.7,2.48,41.3,1075,2126,87.68
7878,128.9,1.01,42.4,333,1494,41.77
7879,166.2,0.81,48.7,1719,2131,115.9
7880,116.8,4.86,41.5,1906,2828,159.99
7881,154.1,3.09,53.5,64,2334,62.49
7882,146.3,0.88,52.8,111,1875,44.62
7883,147.7,2.43,45.6,372,3480,81.47
7884,161.2,0.76,52.1,1104,2777,93.51
7885,182.2,4.97,58.3,1592,2529,145.74
7886,152.3,4.91,54.1,1632,3306,160.27
7887,148.4,5.56,30.4,275,2089,80.14
7888,167.1,4.19,54.4,1356,3176,134.66
7889,159.8,2.68,38.0,1968,2109,135.6
7890,166.3,5.49,32.3,1203,2420,126.41
7891,134.1,2.63,43.6,954,2745,96.74
7892,167.8,5.27,46.7,557,2203,97.12
7893,140.9,4.04,59.3,546,1445,80.91
7894,153.8,1.11,49.4,1048,2369,81.18
7895,139.9,5.9,53.0,1565,2333,149.05
7896,162.9,1.99,45.7,129,1456,45.37
7897,128.3,1.36,48.5,581,3049,77.69
7898,127.2,1.13,49.5,373,1521,53.95
7899,126.8,0.58,43.9,607,2441,62.37
7900,168.9,3.23,44.1,1375,2803,122.41
7901,169.0,2.08,57.6,1457,2776,126.99
7902,131.3,0.98,51.1,1567,2399,118.32
7903,159.3,0.98,58.2,154,1358,44.9
7904,144.8,5.91,37.8,1572,3176,160.78
7905,131.4,2.23,40.0,1075,3455,110.05
7906,145.0,1.24,50.6,118,1398,40.32
7907,153.9,2.03,28.2,597,1620,61.72
7908,161.2,5.03,50.9,552,3268,106.27
7909,154.1,5.98,36.2,474,1218,91.15
7910,160.3,0.69,39.4,1963,3324,129.68
7911,127.6,1.84,32.4,955,1409,84.9
7912,164.8,0.5,38.0,890,2640,80.77
7913,138.7,4.09,48.7,202,2480,81.07
7914,154.6,2.01,36.4,612,1652,72.02
7915,135.4,3.2,52.3,631,2866,87.8
7916,137.8,4.0,46.5,195,1895,67.4
7917,166.7,5.1,38.0,549,1857,91.8
7918,141.8,4.0,26.5,1659,1516,118.77
7919,163.8,1.36,65.0,201,1693,50.48
7920,143.9,5.23,54.7,944,3000,129.97
7921,156.5,5.1,34.5,293,2280,86.67
7922,159.2,0.86,50.4,115,2506,43.72
7923,127.3,1.24,48.1,1732,1291,108.45
7924,176.4,5.31,50.1,197,3108,86.76
7925,132.6,0.58,49.5,506,2371,68.24
7926,128.7,1.49,43.7,119,1617,48.31
7927,116.1,2.14,42.5,808,2841,89.21
7928,151.9,5.75,33.9,1655,1352,145.02
7929,144.7,5.78,41.6,1524,3420,162.47
7930,157.3,5.12,33.6,321,2499,87.11
7931,119.2,4.46,45.2,729,2566,102.57
7932,156.2,2.52,41.9,1977,2857,150.9
7933,146.3,1.21,47.8,1009,2953,93.46
7934,128.2,5.18,50.5,1548,3299,149.71
7935,153.0,4.41,53.3,339,2722,87.78
7936,163.4,5.43,45.1,1926,3243,172.15
7937,143.7,3.05,47.1,959,1418,90.75
7938,124.9,4.71,42.8,1242,1685,120.35
7939,171.4,3.52,31.9,929,2975,98.62
7940,180.9,4.49,46.9,1612,1791,134.32
7941,200.0,4.29,41.5,1229,3389,128.35
7942,114.2,5.09,43.2,1303,3453,140.58
7943,140.0,5.36,38.4,1252,3085,143.15
7944,165.2,5.74,43.4,623,1891,105.0
7945,192.1,4.2,45.9,1348,1528,123.95
7946,158.0,0.66,49.8,179,2331,43.24
7947,131.9,1.41,32.5,1224,2073,89.52
7948,139.8,0.53,44.3,1346,1623,96.8
7949,152.8,3.48,50.5,869,3191,108.18
7950,118.8,0.54,58.6,1206,2032,98.18
7951,158.2,3.58,33.8,736,3345,97.5
7952,149.0,5.51,39.5,1446,1274,129.52
7953,173.4,3.46,47.3,1513,1416,118.82
7954,147.4,1.12,44.3,653,3425,81.81
7955,134.5,3.87,25.0,1715,3424,140.58
7956,137.6,5.53,44.4,1485,2045,141.28
7957,111.8,5.59,43.4,1665,2193,152.3
7958,135.7,2.33,55.5,1212,3240,120.07
7959,133.5,4.73,56.2,1795,2088,159.91
7960,160.6,3.88,38.8,1090,2599,113.62
7961,158.0,0.56,31.7,1366,2710,95.68
7962,158.2,4.74,45.9,73,1808,65.56
7963,153.7,0.94,45.5,1233,2923,103.54
7964,154.3,1.31,48.0,1798,1716,119.48
7965,154.8,1.7,35.4,1861,1292,113.05
7966,122.6,5.86,49.4,647,3071,127.58
7967,130.3,2.9,50.3,392,2101,81.34
7968,136.6,1.24,50.1,720,2128,75.51
7969,142.0,3.64,58.6,723,2175,96.26
7970,149.4,3.56,41.1,1484,2528,130.99
7971,147.7,5.72,46.0,1785,3250,166.26
7972,135.9,0.91,58.2,1818,1709,113.34
7973,140.7,0.77,54.4,944,1359,77.83
7974,162.0,3.98,37.1,1675,2296,134.41
7975,144.1,2.46,34.0,525,1488,63.99
7976,142.7,5.14,39.1,682,2167,98.07
7977,143.6,1.69,38.6,1758,1241,119.99
7978,140.1,5.4,43.9,79,2512,91.19
7979,142.3,3.07,42.2,162,1879,62.52
7980,143.7,5.2,54.4,1847,2409,156.61
7981,152.6,3.21,47.2,1297,2369,122.62
7982,162.6,3.73,44.0,1365,3492,136.58
7983,149.3,2.13,54.6,379,3302,75.98
7984,133.2,3.33,45.3,81,2744,67.36
7985,150.8,2.39,32.1,472,1423,59.72
7986,153.7,3.84,51.4,1287,2648,122.26
7987,147.6,4.09,44.9,994,3251,115.72
7988,164.4,2.81,37.5,1666,2426,126.68
7989,150.5,3.78,35.3,931,3320,112.61
7990,132.3,5.85,46.4,1212,1367,133.99
7991,142.0,2.7,34.9,431,3120,72.95
7992,136.5,4.96,38.1,1733,3096,150.97
7993,128.0,3.79,41.4,257,2800,84.34
7994,139.8,4.59,47.7,547,2524,100.25
7995,132.4,4.38,38.1,588,2984,99.23
7996,153.4,1.9,37.4,1911,1361,118.25
7997,109.9,2.5,52.4,506,1715,73.4
7998,158.0,5.75,45.8,1369,1821,136.14
7999,141.6,5.27,47.1,957,2175,120.04
8000,148.5,5.81,40.8,1447,1953,138.58
8001,154.9,2.51,38.8,882,2957,99.47
8002,145.4,2.63,52.6,1657,1836,126.25
8003,150.3,0.63,38.8,1686,2275,111.18
8004,141.2,5.98,52.4,1935,2613,167.09
8005,159.3,5.7,52.7,195,3038,95.8
8006,138.5,2.55,48.3,425,2148,68.58
8007,149.3,5.74,52.8,250,2735,90.52
8008,125.1,1.44,39.1,283,2386,58.1
8009,152.8,2.64,32.6,1426,2083,108.71
8010,147.4,0.91,43.3,806,2881,83.41
8011,152.2,5.61,27.1,1949,3454,167.58
8012,143.2,2.6,52.2,207,1704,54.35
8013,179.4,2.47,38.3,441,3390,73.52
8014,186.0,5.19,32.0,1622,1839,133.45
8015,171.6,3.98,57.2,1220,1795,116.38
8016,153.0,4.94,43.0,1286,1792,127.29
8017,135.4,5.79,49.6,854,3377,126.91
8018,120.1,1.26,49.8,449,2154,63.71
8019,152.7,0.84,50.4,109,1310,40.04
8020,136.4,2.49,47.5,1837,3144,145.35
8021,174.8,0.68,53.0,1062,2612,92.38
8022,142.3,3.57,33.9,1449,2511,125.62
8023,115.6,5.55,53.8,1021,1497,130.79
8024,163.6,1.44,37.6,243,1945,43.76
8025,162.6,1.58,42.9,1361,2313,109.56
8026,150.7,4.11,45.8,1882,3490,164.93
8027,159.9,0.73,61.0,185,1871,49.61
8028,136.8,0.99,43.6,1056,2728,90.39
8029,143.9,1.87,49.3,1929,2983,138.04
8030,156.0,2.68,43.0,310,1662,62.42
8031,157.4,2.18,26.7,1701,1646,116.72
8032,149.3,3.42,49.5,437,1563,79.65
8033,119.2,4.64,55.1,1163,2767,133.48
8034,103.8,2.12,50.0,1242,3483,120.65
8035,111.4,2.12,55.5,99,2042,53.01
8036,137.2,2.01,30.2,1284,1613,100.77
8037,164.8,0.64,39.5,660,2043,59.81
8038,149.9,0.62,52.2,837,2504,80.15
8039,120.6,4.03,41.7,478,2920,91.58
8040,171.2,5.44,43.0,208,2322,82.85
8041,153.9,2.47,44.6,1578,2111,129.06
8042,140.7,3.79,51.5,1916,2859,156.46
8043,160.9,3.76,50.1,1670,2899,142.41
8044,123.8,5.72,44.4,1403,2060,139.41
8045,170.7,1.4,51.7,322,3001,61.4
8046,154.0,4.35,48.8,1152,3108,122.46
8047,133.8,5.38,49.4,590,2445,108.47
8048,149.4,4.46,56.9,265,1769,79.12
8049,165.5,4.75,58.5,1308,1814,129.52
8050,148.1,0.88,37.5,347,1767,47.27
8051,146.7,2.56,33.0,734,2489,81.54
8052,147.3,3.62,48.7,992,1556,100.17
8053,121.5,4.06,38.3,55,2393,62.14
8054,156.5,4.82,50.8,1398,1455,137.64
8055,173.4,4.5,44.7,91,1243,70.54
8056,163.3,2.83,41.6,1598,2149,129.43
8057,155.5,4.66,38.6,337,1713,79.4
8058,136.4,3.86,43.6,494,3455,94.07
8059,149.0,2.39,47.0,624,1712,67.09
8060,152.6,2.17,44.8,53,3286,61.11
8061,140.2,4.08,44.1,394,2979,87.13
8062,161.2,1.27,43.1,1447,1856,98.72
8063,157.3,4.73,38.8,62,2929,70.43
8064,127.1,5.03,44.0,1351,3181,151.77
8065,142.3,1.68,54.2,968,1697,89.62
8066,170.3,0.55,42.2,110,2301,38.92
8067,167.4,4.37,44.0,1854,2762,150.48
8068,140.8,2.86,31.3,739,1494,75.98
8069,140.8,3.19,32.9,1083,2702,106.23
8070,135.6,2.68,33.9,1069,2638,104.91
8071,129.3,1.24,46.0,1293,2730,107.73
8072,137.0,1.53,47.3,783,2698,84.05
8073,156.7,1.58,47.9,1894,1340,123.6
8074,158.1,5.13,37.1,266,2038,81.12
8075,144.5,3.48,54.7,926,3132,111.84
8076,188.4,5.35,50.9,368,2216,95.8
8077,150.3,4.95,59.1,1016,2597,130.51
8078,192.9,3.64,42.0,1400,2335,127.99
8079,131.9,1.9,36.8,157,1409,43.31
8080,142.0,1.76,40.2,1868,3305,139.94
8081,139.3,1.53,43.0,294,3171,55.36
8082,133.0,3.9,57.9,1995,2301,161.46
8083,157.1,2.5,45.0,104,1807,57.05
8084,110.0,4.19,60.6,1605,1543,139.09
8085,163.4,4.19,56.6,1020,1929,108.44
8086,171.3,1.51,65.4,225,2093,60.39
8087,124.9,4.87,42.4,1246,1460,128.04
8088,140.8,5.74,33.9,1806,1399,139.36
8089,139.5,2.14,48.0,441,1554,68.76
8090,145.5,3.34,36.7,997,2665,108.23
8091,158.6,3.17,45.3,1547,2452,129.1
8092,171.4,3.21,38.5,446,2662,72.0
8093,138.3,2.73,52.2,1480,2975,129.74
8094,159.5,5.32,40.5,1258,3417,144.14
8095,163.3,4.77,49.5,1887,2841,167.84
8096,146.9,1.65,37.4,670,2721,80.19
8097,165.9,4.93,43.7,1191,3426,137.44
8098,156.9,1.46,26.8,1470,1381,99.21
8099,140.6,1.06,53.8,1149,2855,101.1
8100,148.2,1.46,36.7,719,1385,63.67
8101,138.2,3.54,49.5,1339,2139,121.68
8102,154.0,2.94,51.0,1965,2910,149.26
8103,155.9,2.25,48.2,1132,2918,111.39
8104,162.4,4.12,57.3,1588,3462,144.64
8105,165.5,4.58,42.9,685,2224,95.21
8106,133.2,1.79,52.4,673,1300,70.05
8107,117.6,2.9,33.6,1768,1708,123.24
8108,127.6,0.68,42.6,1288,1881,99.77
8109,131.5,5.92,32.2,897,1385,113.0
8110,119.4,2.25,43.1,1754,1542,120.88
8111,131.2,3.02,34.2,1558,2321,119.9
8112,139.0,4.5,45.9,637,2513,99.42
8113,170.3,4.88,41.6,259,1715,68.07
8114,171.5,1.27,46.5,527,2728,64.1
8115,128.7,4.04,51.8,765,2651,105.31
8116,147.5,1.81,54.8,766,2516,81.94
8117,161.1,3.86,57.6,684,1496,87.37
8118,125.8,5.59,51.0,165,2726,91.4
8119,147.5,0.52,51.9,1504,3181,111.68
8120,173.5,1.05,52.0,954,1824,80.74
8121,180.0,3.26,50.6,483,3328,84.3
8122,131.4,1.94,37.9,322,1576,53.62
8123,149.8,2.26,36.8,1882,2334,131.84
8124,161.8,4.66,54.2,153,1617,70.83
8125,137.5,2.82,31.3,1193,1439,95.19
8126,149.0,3.57,41.1,1393,3089,124.36
8127,133.0,4.19,39.3,937,2069,112.24
8128,150.5,5.08,43.4,1367,2077,134.7
8129,168.6,4.34,47.5,1751,1332,137.73
8130,157.7,0.84,42.8,702,2560,67.62
8131,160.4,5.97,43.9,279,2134,97.41
8132,144.8,5.63,44.3,790,1232,95.82
8133,148.2,4.77,50.4,865,1862,104.61
8134,141.6,2.69,58.6,360,3490,86.4
8135,165.9,2.85,37.2,1232,2929,104.76
8136,154.1,5.47,38.6,1984,1926,159.85
8137,176.4,4.85,41.0,574,2871,99.53
8138,184.1,4.47,45.4,166,3030,81.13
8139,144.5,3.72,57.3,324,1774,80.17
8140,153.2,0.61,31.6,911,3110,73.98
8141,188.6,2.14,26.5,1527,3066,120.69
8142,128.3,5.73,45.1,1589,3415,155.48
8143,149.9,3.05,45.7,144,3341,69.89
8144,146.8,1.91,34.1,988,3356,93.46
8145,148.0,3.88,44.4,1546,1809,127.66
8146,165.1,3.24,43.8,1466,2050,117.4
8147,153.9,5.7,55.9,1247,1988,141.19
8148,165.5,4.44,47.0,1042,2057,106.21
8149,144.9,3.87,62.4,107,1577,66.36
8150,157.7,4.62,41.9,1177,1936,116.62
8151,137.0,2.88,45.0,486,1342,74.5
8152,163.5,3.15,51.3,893,1935,95.41
8153,150.2,5.65,40.5,1699,3144,156.63
8154,141.9,0.71,34.6,1505,2374,103.79
8155,150.5,5.77,29.9,1234,1939,123.77
8156,170.8,1.2,43.9,1272,2614,107.71
8157,146.6,3.8,33.1,965,1553,95.95
8158,142.4,1.91,42.3,1064,2451,96.7
8159,140.9,3.32,38.3,747,3333,95.04
8160,149.7,4.94,40.7,956,2968,109.39
8161,136.4,3.61,45.2,1735,3373,148.45
8162,157.4,3.15,43.9,1943,2616,152.26
8163,157.9,2.67,41.2,638,1691,76.68
8164,165.0,1.32,43.6,605,2136,71.58
8165,160.9,2.01,44.6,916,1423,90.09
8166,147.3,2.79,51.8,1262,2746,121.55
8167,153.0,4.67,34.3,1550,2009,126.9
8168,154.8,5.27,39.3,1740,2997,165.66
8169,160.6,2.33,44.0,1274,2118,108.6
8170,159.2,1.22,47.4,456,1712,52.64
8171,138.5,5.26,47.8,1647,2229,148.96
8172,130.7,1.19,49.6,1331,3359,111.73
8173,140.2,4.9,46.7,257,3426,92.05
8174,139.9,1.81,32.3,1538,2866,117.21
8175,159.7,2.0,42.3,197,2535,58.85
8176,154.4,1.31,53.4,1282,3401,109.99
8177,177.1,4.09,53.2,778,2174,101.49
8178,167.9,1.65,40.0,462,2487,67.12
8179,166.6,2.96,52.5,1348,2714,117.01
8180,138.4,4.03,49.9,453,2831,98.26
8181,150.0,1.99,49.4,229,2787,57.71
8182,158.9,2.57,48.6,939,2431,101.78
8183,140.2,0.99,47.4,182,2093,42.4
8184,181.8,5.35,54.0,857,1869,102.64
8185,158.5,1.25,48.1,1373,2690,105.65
8186,160.5,2.98,48.6,214,1530,53.77
8187,130.7,1.25,49.0,729,1465,66.29
8188,165.9,2.65,38.9,546,1689,75.12
8189,165.9,4.64,43.6,1527,1261,125.12
8190,143.2,5.14,40.0,1868,3051,158.08
8191,145.9,2.99,61.4,144,3344,75.91
8192,145.1,2.57,46.7,1427,3248,123.32
8193,173.7,5.51,47.7,226,1928,83.16
8194,152.3,2.23,52.4,1328,3183,114.45
8195,155.7,2.5,50.4,832,2458,93.41
8196,158.9,5.47,52.5,865,1820,111.45
8197,132.4,2.48,38.7,1309,3086,116.33
8198,157.8,1.12,34.8,890,1235,69.48
8199,148.2,3.97,39.6,937,2614,102.53
8200,123.1,4.33,44.0,700,2171,97.73
8201,142.9,0.65,57.1,664,1481,56.38
8202,137.5,3.89,49.2,1076,3044,127.03
8203,159.7,2.6,53.3,200,1675,58.29
8204,140.0,5.13,42.6,282,2961,92.59
8205,164.8,0.76,42.9,893,2110,71.34
8206,121.2,1.1,33.8,344,2030,45.32
8207,153.1,5.94,27.8,1773,2369,155.38
8208,143.6,4.05,57.2,400,2948,87.55
8209,128.7,1.1,40.0,1862,3357,131.91
8210,154.3,2.33,45.5,1571,1807,114.89
8211,127.4,3.14,48.7,692,1623,91.45
8212,134.6,3.49,50.2,146,2605,69.22
8213,132.3,1.25,40.9,133,1352,37.75
8214,144.2,2.12,47.3,483,1586,62.0
8215,146.4,2.63,52.1,511,2927,82.65
8216,154.1,1.92,38.6,103,3080,63.27
8217,134.7,2.09,53.5,1314,3004,114.18
8218,150.3,1.64,48.1,1126,1303,89.81
8219,153.5,2.91,31.8,73,2626,60.0
8220,185.4,1.2,52.8,1017,2375,91.08
8221,148.3,3.41,34.7,1039,2652,105.33
8222,138.4,1.36,39.3,1193,1334,91.91
8223,155.1,1.31,50.8,442,2266,59.44
8224,157.5,5.5,42.9,154,3059,87.81
8225,170.4,5.0,46.3,406,2981,90.96
8226,169.3,5.51,50.1,450,1923,94.49
8227,138.6,2.87,37.2,638,3194,79.93
8228,156.3,1.25,46.3,1745,2042,114.18
8229,141.7,0.95,46.8,839,2620,76.47
8230,176.9,4.91,45.2,93,2528,75.63
8231,154.1,0.55,37.8,1319,3336,99.99
8232,180.6,5.39,30.8,777,1597,100.31
8233,142.5,4.47,51.8,567,3147,104.18
8234,137.6,4.53,40.6,1225,1587,117.89
8235,154.2,0.92,37.6,759,1974,67.52
8236,148.7,4.95,43.7,1481,3046,149.31
8237,123.7,5.96,42.3,714,3161,116.41
8238,181.0,3.04,37.0,895,2555,93.26
8239,139.6,5.4,32.8,1455,3306,139.62
8240,163.2,4.53,30.2,1102,2265,107.94
8241,169.9,3.65,49.3,1414,1383,116.36
8242,145.2,2.79,33.8,711,2532,87.12
8243,147.0,2.89,59.2,649,1373,79.99
8244,162.8,0.62,31.4,621,2131,59.79
8245,161.3,3.93,46.8,1237,2974,128.85
8246,150.0,5.53,29.7,1792,2932,161.29
