ID_Orden,Unidades_Ordenadas,Num_Componentes_BOM,Experiencia_Operador_Anos,Nivel_Complejidad,Mantenimiento_Programado_Turno,Tiempo_Ciclo_Minutos
7716,947,19,9.7,5,0,275.22
7717,124,25,14.6,5,1,145.1
7718,356,15,13.8,2,0,128.01
7719,454,42,7.7,4,0,238.26
7720,102,8,8.6,5,0,93.5
7721,857,17,1.0,2,0,234.04
7722,482,21,3.4,3,1,196.08
7723,636,37,13.4,1,0,217.29
7724,798,15,12.8,3,0,209.73
7725,661,40,9.0,2,0,240.71
7726,393,15,2.4,2,1,151.61
7727,442,33,8.3,2,1,199.13
7728,931,7,4.2,4,0,245.5
7729,800,40,10.7,2,0,263.15
7730,346,38,1.5,1,0,185.5
7731,414,9,4.1,2,0,126.3
7732,605,41,1.4,4,0,272.97
7733,405,27,5.8,3,0,185.76
7734,292,8,10.3,2,0,102.21
7735,874,43,1.1,2,1,307.1
7736,734,35,5.1,1,1,243.69
7737,371,22,7.2,3,0,156.06
7738,859,7,11.3,4,0,217.31
7739,284,11,5.8,4,0,136.93
7740,919,40,13.1,4,0,302.09
7741,497,30,13.3,4,0,204.97
7742,865,8,1.2,4,1,236.85
7743,463,40,2.3,2,0,214.22
7744,509,32,14.3,4,0,199.64
7745,953,17,12.0,5,0,271.01
7746,424,19,1.1,4,1,198.85
7747,517,10,2.5,3,0,153.71
7748,755,16,13.1,4,0,222.99
7749,901,6,4.1,2,1,206.63
7750,208,5,5.1,2,0,78.16
7751,451,26,9.4,1,0,162.94
7752,131,32,6.9,2,1,139.01
7753,957,9,6.0,2,1,223.21
7754,63,21,1.7,2,0,95.98
7755,333,22,10.3,4,0,163.38
7756,289,26,2.9,1,1,146.92
7757,381,24,7.6,2,0,159.23
7758,137,5,2.3,4,0,98.12
7759,428,8,2.4,3,0,139.54
7760,373,10,13.5,5,0,143.62
7761,332,41,10.1,2,0,186.87
7762,140,12,7.8,2,0,80.8
7763,588,10,0.6,3,0,182.77
7764,249,44,2.7,5,0,224.99
7765,355,43,13.3,1,0,168.7
7766,893,20,4.8,2,0,237.29
7767,428,8,11.9,5,0,156.22
7768,775,5,3.9,3,1,206.85
7769,230,6,7.9,2,0,73.95
7770,148,17,6.6,2,0,91.04
7771,258,17,13.7,3,1,117.13
7772,414,38,14.1,5,1,226.16
7773,92,32,9.6,3,0,126.72
7774,934,31,13.9,1,1,260.06
7775,906,11,8.8,1,0,205.23
7776,783,21,9.3,4,0,243.03
7777,895,43,11.2,4,0,312.72
7778,503,21,2.8,2,0,169.46
7779,438,29,7.9,1,0,157.25
7780,637,41,1.5,2,1,250.66
7781,552,17,9.5,3,0,170.95
7782,955,28,10.7,2,1,268.43
7783,523,31,1.9,1,0,187.47
7784,994,22,14.1,4,0,264.26
7785,215,42,11.1,5,1,203.31
7786,918,22,10.4,3,0,250.79
7787,190,30,14.7,5,0,157.07
7788,436,10,7.0,4,1,172.79
7789,90,32,11.8,2,1,127.41
7790,402,35,5.9,2,1,199.09
7791,489,33,5.4,3,0,205.39
7792,904,17,2.0,2,1,249.66
7793,57,40,2.1,5,0,180.08
7794,954,11,13.0,5,0,241.09
7795,231,42,12.4,4,0,197.97
7796,248,43,4.9,2,0,174.03
7797,528,8,10.1,3,0,147.99
7798,978,32,5.0,2,0,281.75
7799,434,20,10.1,3,0,161.8
7800,627,24,13.8,3,0,200.42
7801,457,41,8.2,4,0,223.54
7802,314,17,9.4,2,0,126.73
7803,448,25,8.8,3,0,179.46
7804,842,36,8.7,2,1,264.43
7805,955,31,10.3,3,1,285.18
7806,293,21,6.9,4,0,159.02
7807,641,15,12.5,3,0,179.21
7808,910,12,11.1,1,0,198.7
7809,978,6,12.3,2,0,198.51
7810,364,39,1.8,3,0,216.02
7811,557,32,10.7,5,0,238.25
7812,602,13,13.5,3,0,169.91
7813,695,17,8.5,2,0,190.39
7814,516,25,0.8,2,1,192.41
7815,669,42,2.9,5,0,285.22
7816,953,18,3.9,4,0,270.9
7817,735,31,14.5,2,0,231.65
7818,416,39,8.7,2,0,205.64
7819,158,34,4.5,3,0,151.95
7820,468,18,13.4,2,1,154.99
7821,317,40,6.8,2,0,181.26
7822,941,41,6.4,5,1,340.08
7823,964,42,11.7,2,0,290.04
7824,352,33,2.5,2,0,187.86
7825,310,42,4.8,2,0,188.76
7826,680,42,3.9,5,0,284.62
7827,235,21,10.9,5,1,157.18
7828,663,22,3.6,3,0,214.31
7829,598,13,2.3,4,0,207.46
7830,571,36,5.0,5,0,250.33
7831,192,30,5.3,2,0,135.92
7832,189,24,10.9,3,1,133.33
7833,335,31,10.7,4,0,186.82
7834,627,31,11.2,1,0,196.88
7835,203,14,0.9,4,1,135.7
7836,586,41,11.2,4,0,256.89
7837,285,37,14.6,5,1,203.54
7838,420,41,0.8,2,0,209.17
7839,710,15,12.3,3,0,194.02
7840,222,19,11.6,3,0,118.52
7841,890,39,4.2,2,0,288.71
7842,481,40,6.9,3,0,225.66
7843,468,23,1.7,2,0,176.14
7844,624,7,2.9,4,0,179.26
7845,773,11,6.1,3,0,214.94
7846,276,16,1.5,5,0,157.19
7847,469,42,4.6,5,0,259.29
7848,287,42,10.8,3,1,194.85
7849,619,33,10.7,2,0,214.97
7850,690,28,1.1,4,0,256.58
7851,350,21,3.1,2,0,146.4
7852,983,6,13.6,3,0,217.68
7853,407,21,14.2,3,0,143.68
7854,56,26,8.5,2,0,104.13
7855,653,33,13.6,3,0,225.21
7856,288,7,6.9,3,1,110.33
7857,784,17,2.5,3,0,228.52
7858,855,43,3.8,2,0,280.07
7859,925,42,0.6,3,1,322.46
7860,809,39,3.0,3,0,291.6
7861,143,24,9.3,3,0,115.74
7862,248,9,13.5,3,0,94.59
7863,197,6,7.6,4,1,104.96
7864,786,29,6.8,3,1,259.19
7865,334,13,5.1,4,1,151.67
7866,766,23,7.5,3,0,245.35
7867,99,42,0.6,2,0,166.23
7868,169,9,7.0,1,0,74.27
7869,718,14,1.7,2,0,203.25
7870,412,19,7.9,3,0,159.53
7871,958,34,8.3,1,0,266.19
7872,700,38,9.9,1,0,230.35
7873,401,5,4.7,4,0,134.03
7874,490,26,8.4,2,0,180.34
7875,951,30,1.7,3,0,296.15
7876,190,20,11.7,2,0,101.27
7877,234,38,4.5,2,0,163.66
7878,764,9,1.5,1,1,188.85
7879,771,10,6.6,1,0,168.52
7880,811,15,11.3,1,1,197.67
7881,377,31,10.0,2,0,169.71
7882,870,36,3.7,3,0,287.89
7883,618,14,1.9,3,0,194.51
7884,161,9,2.7,4,0,101.28
7885,556,26,1.0,2,0,192.99
7886,836,26,2.2,2,1,254.37
7887,317,9,2.3,3,0,129.56
7888,151,6,5.5,1,1,65.34
7889,655,11,9.8,2,0,171.08
7890,260,10,11.9,3,1,113.99
7891,286,37,12.1,5,1,207.09
7892,643,27,3.7,4,0,238.52
7893,924,39,10.2,2,0,288.92
7894,660,11,9.9,3,0,185.75
7895,642,7,7.4,2,1,166.74
7896,699,44,2.6,4,0,281.12
7897,615,26,2.9,1,0,189.66
7898,591,17,13.4,4,0,186.89
7899,151,13,4.9,3,0,111.81
7900,189,40,4.9,4,0,185.82
7901,473,27,13.5,3,0,184.87
7902,963,43,4.6,2,0,306.54
7903,468,28,2.1,2,1,189.92
7904,522,11,8.2,2,0,145.1
7905,517,24,13.1,5,0,204.68
7906,291,27,8.4,3,0,162.6
7907,252,23,4.1,2,1,135.47
7908,550,18,11.7,5,1,218.91
7909,395,15,14.5,5,0,164.01
7910,167,24,8.9,2,0,108.1
7911,391,10,4.6,4,1,158.95
7912,88,40,9.5,3,1,165.08
7913,814,14,6.9,4,0,227.9
7914,152,28,5.5,4,0,141.81
7915,655,15,2.6,3,0,204.99
7916,964,43,3.7,2,0,308.15
7917,953,28,8.1,4,0,288.25
7918,57,33,4.4,3,0,134.65
7919,611,13,14.5,5,0,189.55
7920,593,22,7.2,4,1,215.42
7921,348,28,9.4,4,0,183.26
7922,660,5,7.0,4,0,185.41
7923,215,31,2.0,4,0,183.56
7924,327,8,4.0,2,0,111.83
7925,323,10,3.8,2,1,124.68
7926,64,14,6.4,2,0,70.97
7927,97,28,7.8,2,1,108.24
7928,583,34,1.1,3,1,251.55
7929,236,31,14.5,2,1,141.29
7930,103,34,1.4,3,0,143.25
7931,217,41,9.5,2,0,159.14
7932,215,5,13.8,3,0,82.43
7933,436,42,9.4,5,1,251.45
7934,862,31,7.1,3,1,279.7
7935,272,17,8.1,4,0,146.77
7936,722,24,6.3,2,1,232.16
7937,135,24,9.2,3,0,115.76
7938,350,7,6.9,4,0,125.63
7939,249,33,12.1,4,0,164.89
7940,536,28,0.8,3,1,223.2
7941,440,44,5.6,4,1,242.95
7942,173,9,2.0,2,0,80.81
7943,208,37,11.3,3,0,166.05
7944,535,34,8.2,5,0,235.78
7945,526,29,6.7,3,1,216.15
7946,261,38,2.3,4,0,203.93
7947,513,44,11.2,3,0,237.18
7948,344,9,11.2,5,0,140.54
7949,924,41,12.8,4,0,309.63
7950,342,22,3.8,3,0,164.94
7951,54,31,4.4,5,0,152.33
7952,850,19,3.8,3,0,241.49
7953,673,22,12.9,3,0,204.66
7954,664,18,6.2,2,1,199.92
7955,460,24,11.7,3,0,171.17
7956,80,12,11.3,4,1,97.3
7957,777,40,5.7,2,0,267.31
7958,603,38,11.5,1,0,212.62
7959,839,5,9.1,2,0,190.67
7960,252,32,11.7,2,1,159.01
7961,291,25,7.8,3,1,165.09
7962,598,15,4.8,4,0,202.86
7963,133,5,1.0,3,0,84.41
7964,925,18,6.0,3,0,255.64
7965,280,39,13.1,2,0,155.62
7966,462,39,12.9,3,0,205.19
7967,821,44,8.5,4,1,310.89
7968,53,16,0.6,4,0,112.17
7969,672,43,5.6,2,0,260.12
7970,778,23,1.1,2,0,231.54
7971,959,21,7.4,3,0,260.67
7972,688,13,8.3,2,0,179.68
7973,225,19,3.4,3,0,135.55
7974,173,28,8.1,2,0,127.1
7975,116,33,6.6,2,0,133.83
7976,983,30,7.5,3,0,282.89
7977,377,32,7.1,1,0,152.84
7978,679,43,3.5,4,0,283.81
7979,702,19,6.1,2,0,210.8
7980,527,18,13.0,1,0,139.37
7981,129,34,10.8,3,0,142.34
7982,438,12,1.6,2,1,153.0
7983,529,18,6.8,4,0,189.43
7984,609,43,12.1,1,0,223.01
7985,145,39,5.5,2,0,147.84
7986,866,29,9.9,2,1,263.74
7987,908,15,1.5,3,0,248.12
7988,275,35,6.4,3,0,172.2
7989,719,31,4.5,4,1,264.59
7990,307,6,9.2,3,0,97.46
7991,113,9,13.1,4,1,90.19
7992,257,40,6.5,4,0,197.11
7993,485,41,6.9,2,0,215.91
7994,478,19,13.1,2,0,156.87
7995,607,36,8.2,4,0,243.0
7996,947,44,1.3,3,1,337.32
7997,121,16,13.6,2,0,70.8
7998,566,41,12.1,4,1,255.94
7999,506,26,11.7,2,0,170.52
8000,55,7,13.1,1,0,47.4
8001,709,39,11.0,2,1,246.12
8002,278,5,8.4,3,0,99.62
8003,699,19,2.5,2,1,222.49
8004,413,13,13.6,3,0,129.2
8005,481,28,4.5,2,1,208.0
8006,453,39,2.0,5,1,245.16
8007,345,18,3.0,2,1,148.24
8008,262,33,9.5,1,0,142.93
8009,63,21,9.9,2,1,88.9
8010,966,43,12.0,3,0,305.19
8011,71,10,9.0,4,0,85.88
8012,166,10,12.5,3,0,90.47
8013,650,44,6.6,5,0,286.87
8014,919,44,10.0,3,0,306.33
8015,148,20,2.5,1,1,107.23
8016,749,36,6.9,2,1,260.31
8017,678,31,4.9,3,0,238.37
8018,363,5,7.1,2,0,104.22
8019,178,25,7.8,5,0,156.66
8020,69,16,2.8,3,1,101.77
8021,202,6,6.9,5,0,113.84
8022,778,5,3.7,3,1,207.36
8023,249,28,3.8,3,1,165.88
8024,920,43,11.8,2,1,292.23
8025,599,7,2.5,3,0,175.37
8026,587,37,2.7,5,1,273.39
8027,218,9,12.7,1,0,63.97
8028,960,24,12.5,4,1,287.4
8029,673,32,12.8,2,0,219.06
8030,463,30,8.6,2,0,166.97
8031,380,34,0.5,4,1,216.93
8032,98,32,13.2,4,1,139.56
8033,618,39,9.2,3,0,243.42
8034,625,13,5.1,5,1,224.64
8035,393,11,3.1,5,0,169.41
8036,625,14,6.4,4,0,189.47
8037,706,5,2.5,4,1,213.15
8038,110,18,11.5,4,0,98.53
8039,976,26,4.8,1,0,262.54
8040,278,18,13.2,3,0,122.5
8041,787,16,0.8,4,1,252.86
8042,470,38,5.8,4,0,224.93
8043,641,19,8.2,3,1,209.17
8044,982,35,8.9,3,1,299.41
8045,51,20,13.7,2,0,74.17
8046,919,19,3.8,5,0,287.8
8047,347,6,10.0,4,1,136.32
8048,598,22,1.5,4,0,214.22
8049,545,38,1.0,1,0,214.36
8050,771,19,7.7,2,0,215.2
8051,846,5,7.9,4,0,213.84
8052,710,29,13.4,3,1,243.75
8053,648,29,7.7,4,0,234.77
8054,281,44,11.1,4,0,199.37
8055,790,27,5.5,3,0,255.42
8056,267,16,8.9,3,0,130.47
8057,249,28,4.5,2,0,142.85
8058,241,15,2.5,2,0,114.41
8059,633,6,6.5,2,1,159.97
8060,246,32,2.7,3,1,169.89
8061,737,18,12.4,2,1,205.61
8062,855,9,5.2,3,0,222.27
8063,992,37,3.0,3,0,307.94
8064,679,24,10.9,2,1,222.15
8065,66,23,7.1,2,0,98.42
8066,700,25,8.0,3,0,225.11
8067,426,23,10.4,3,1,181.24
8068,522,22,9.3,5,0,207.67
8069,933,35,3.0,1,1,275.33
8070,386,30,10.6,5,1,215.32
8071,970,9,11.1,1,0,204.49
8072,137,42,7.2,3,0,170.82
8073,362,32,6.1,2,1,182.15
8074,641,35,0.6,1,0,225.47
8075,959,12,6.9,2,0,226.93
8076,440,21,4.3,1,0,163.82
8077,592,9,14.7,2,1,148.85
8078,168,37,1.2,2,1,167.84
8079,950,20,5.7,5,0,293.15
8080,484,14,4.9,2,0,153.69
8081,721,16,6.6,2,0,199.86
8082,529,18,6.4,5,1,213.62
8083,561,31,11.9,3,0,210.62
8084,246,29,3.6,5,0,176.66
8085,352,22,6.7,5,0,189.44
8086,758,41,8.4,1,1,248.7
8087,667,39,8.3,2,0,241.5
8088,745,8,11.1,2,1,180.19
8089,951,36,11.9,5,1,320.82
8090,163,6,11.1,1,0,52.71
8091,632,40,8.8,3,1,253.9
8092,521,39,9.6,1,0,204.85
8093,52,35,4.5,5,0,155.69
8094,779,12,8.1,4,1,227.15
8095,85,25,1.2,2,1,122.76
8096,684,18,9.7,2,0,196.9
8097,508,34,3.6,5,1,246.15
8098,808,36,12.8,3,0,258.33
8099,389,30,13.5,1,1,154.0
8100,812,12,9.8,3,0,211.19
8101,873,33,4.8,4,1,303.53
8102,989,19,7.6,4,0,275.8
8103,80,13,8.7,3,0,94.72
8104,862,9,5.7,2,0,209.16
8105,372,31,6.5,3,0,184.12
8106,908,11,3.4,2,1,232.39
8107,533,35,10.3,1,0,198.08
8108,707,34,12.4,3,0,241.65
8109,945,17,1.2,4,0,274.83
8110,824,17,14.5,2,0,206.78
8111,86,41,1.5,3,1,166.83
8112,929,34,14.5,2,1,266.2
8113,315,7,3.8,2,1,113.64
8114,284,36,13.4,3,0,169.41
8115,938,40,3.7,3,0,307.69
8116,209,24,9.0,3,0,132.81
8117,397,22,4.5,2,0,155.29
8118,985,24,5.3,3,0,274.08
8119,467,10,7.5,1,1,138.91
8120,834,24,8.0,3,0,247.16
8121,134,37,4.6,2,1,158.59
8122,396,23,6.9,4,0,179.88
8123,197,21,13.3,4,0,128.84
8124,653,17,12.9,4,0,204.68
8125,694,18,2.7,3,0,212.12
8126,491,24,14.1,5,0,198.06
8127,768,29,14.2,4,1,258.81
8128,557,40,2.7,4,1,265.99
8129,70,38,5.5,3,1,148.85
8130,260,34,2.1,3,0,177.19
8131,291,15,7.1,2,1,126.33
8132,872,35,5.7,2,0,262.59
8133,428,28,12.0,3,0,180.65
8134,790,26,8.4,3,0,240.51
8135,363,19,0.6,2,0,146.08
8136,883,28,13.6,2,0,252.2
8137,385,11,10.0,2,0,117.99
8138,454,34,1.6,3,0,217.53
8139,868,34,3.8,5,0,311.06
8140,112,19,4.2,2,0,106.9
8141,633,5,6.7,4,1,188.97
8142,109,14,10.8,4,1,109.45
8143,219,23,13.2,1,0,100.32
8144,776,23,10.3,3,0,233.18
8145,178,11,9.3,1,1,84.46
8146,277,8,2.9,2,1,109.56
8147,845,34,8.8,2,0,255.62
8148,579,36,10.0,3,0,217.16
8149,329,29,6.9,3,0,177.11
8150,878,11,7.0,3,0,234.44
8151,378,10,4.0,4,0,157.56
8152,540,20,13.0,3,0,186.06
8153,916,38,2.8,2,0,287.17
8154,599,41,9.3,2,0,225.27
8155,633,26,7.9,3,0,209.67
8156,764,30,2.5,4,0,264.43
8157,306,15,14.6,2,0,107.9
8158,715,11,11.8,2,0,173.11
8159,876,13,13.6,3,1,224.15
8160,392,40,12.1,3,0,199.1
8161,536,30,13.6,2,0,189.22
8162,179,27,7.6,4,0,157.29
8163,113,24,6.5,2,0,103.59
8164,968,42,9.7,2,1,304.9
8165,847,9,0.6,3,0,219.86
8166,89,14,0.9,3,0,96.3
8167,821,25,8.6,4,1,265.67
8168,672,38,8.6,4,1,269.67
8169,922,24,6.0,4,1,282.55
8170,729,44,3.6,4,0,301.21
8171,739,26,10.1,3,0,235.32
8172,993,20,6.2,3,1,280.89
8173,614,34,2.2,3,0,238.44
8174,707,24,9.1,1,0,206.12
8175,936,33,8.9,2,0,288.24
8176,184,24,9.5,4,1,145.52
8177,401,42,11.5,4,0,214.25
8178,185,23,4.4,3,0,132.06
8179,472,17,7.7,3,0,156.02
8180,52,19,15.0,4,1,103.85
8181,146,18,14.0,3,0,99.71
8182,492,27,10.6,4,0,199.95
8183,384,41,11.4,2,0,189.59
8184,350,12,9.9,1,0,102.4
8185,660,13,6.8,3,1,193.22
8186,415,9,9.3,2,0,112.69
8187,725,43,10.5,5,1,301.37
8188,357,20,3.8,5,0,177.64
8189,234,8,8.5,1,0,82.81
8190,448,33,14.7,4,1,194.83
8191,755,33,13.1,1,0,216.49
8192,172,26,12.3,2,1,122.36
8193,237,27,5.6,2,0,139.74
8194,595,40,9.3,3,1,245.7
8195,903,21,5.3,2,0,241.48
8196,591,40,3.5,4,1,264.16
8197,204,10,9.6,5,0,116.42
8198,931,18,9.3,3,0,250.09
8199,941,42,5.9,4,0,325.0
8200,129,11,13.3,3,0,79.61
8201,488,27,12.4,2,0,185.15
8202,442,36,1.3,5,1,242.63
8203,367,30,5.0,3,0,188.21
8204,843,9,2.6,1,0,194.28
8205,776,43,13.6,1,1,251.78
8206,238,15,13.1,3,0,109.7
8207,881,7,5.4,3,0,220.46
8208,519,44,10.9,3,0,231.99
8209,920,17,10.2,1,0,217.27
8210,725,29,3.2,1,1,231.29
8211,281,23,2.8,2,1,154.25
8212,494,38,10.0,5,0,231.19
8213,679,15,3.0,3,1,216.34
8214,936,23,11.7,1,0,234.93
8215,619,28,5.7,3,0,214.48
8216,620,26,4.0,4,0,238.39
8217,748,24,7.4,3,0,231.29
8218,459,12,3.1,3,0,162.21
8219,965,40,12.0,4,1,332.3
8220,233,7,11.2,4,1,122.86
8221,537,35,10.6,1,1,202.08
8222,798,44,10.5,1,0,263.62
8223,356,25,10.1,3,0,157.42
8224,689,31,12.2,3,0,234.24
8225,956,31,5.2,4,1,314.87
8226,433,32,14.5,4,0,194.68
8227,751,36,3.9,3,0,261.04
8228,809,38,1.6,2,0,268.13
8229,136,13,10.1,2,0,86.96
8230,566,21,4.1,2,0,189.16
8231,809,23,9.7,4,0,254.37
8232,830,31,8.8,1,0,231.95
8233,860,23,3.0,3,0,265.0
8234,458,22,5.0,2,0,162.14
8235,623,25,2.5,2,1,220.59
8236,255,36,5.4,1,0,165.33
8237,227,17,6.0,2,0,110.01
8238,595,32,3.7,4,0,244.65
8239,973,42,5.3,3,0,314.14
8240,418,17,9.9,2,1,146.95
8241,764,41,4.2,5,1,312.62
8242,409,16,3.2,3,0,156.58
8243,542,13,0.6,2,0,168.6
8244,974,20,2.3,5,0,301.62
8245,313,7,4.5,3,1,114.51
8246,451,12,2.0,3,0,154.69
8247,749,12,11.7,5,0,225.91
8248,717,30,14.5,2,1,225.38
8249,823,22,4.3,4,1,271.49
8250,806,25,10.7,2,0,227.48
8251,909,7,12.1,4,0,226.75
8252,161,20,11.0,2,1,109.51
8253,206,11,14.2,1,0,73.63
8254,192,27,6.1,2,0,129.46
8255,982,11,0.9,5,1,277.16
8256,643,36,4.3,3,1,254.85
8257,100,22,5.3,2,0,105.46
8258,699,12,8.9,2,0,178.69
8259,228,18,10.3,4,0,137.13
8260,571,5,9.3,4,1,177.31
8261,657,44,11.7,1,1,245.91
8262,168,27,2.4,4,0,158.22
8263,144,9,8.5,2,0,80.73
8264,158,12,9.4,3,0,96.98
8265,494,29,3.4,2,0,193.53
8266,945,33,4.0,2,0,279.55
8267,741,24,1.1,3,0,242.83
8268,945,8,6.0,5,0,266.83
8269,852,15,8.4,2,0,217.71
8270,586,9,11.2,2,1,151.17
8271,97,25,4.2,3,0,124.25
8272,581,39,4.1,3,1,243.35
8273,953,10,9.0,2,0,218.15
8274,603,32,5.4,3,0,230.21
8275,482,27,5.1,5,1,230.14
8276,109,6,12.9,3,0,62.76
8277,786,13,1.7,3,0,209.3
8278,195,23,8.5,2,0,113.85
8279,292,39,9.8,1,1,166.9
8280,664,28,13.4,5,1,246.62
8281,605,5,12.1,1,0,127.37
8282,651,6,3.1,3,0,183.74
8283,636,44,10.9,4,0,269.51
8284,128,23,1.2,3,1,130.4
8285,948,19,6.3,3,0,261.03
8286,443,12,13.1,5,0,158.5
8287,355,33,5.2,3,1,191.51
8288,528,39,5.0,3,0,228.54
8289,744,29,3.4,2,0,245.78
8290,714,17,5.0,2,0,196.62
8291,558,11,3.3,4,0,181.72
8292,355,35,6.8,5,0,209.92
8293,305,38,11.3,4,0,198.27
8294,692,13,11.1,3,0,194.8
8295,979,16,8.3,2,1,254.79
8296,475,22,5.7,4,0,189.15
8297,480,37,7.1,1,1,208.5
8298,234,9,11.7,2,1,101.13
8299,951,5,13.3,3,0,214.33
8300,302,37,5.6,2,1,183.72
8301,131,5,9.3,2,0,65.75
8302,710,44,11.7,2,0,246.76
8303,770,32,10.3,2,1,246.23
8304,903,16,10.8,5,0,256.45
8305,538,27,5.9,4,0,220.65
8306,327,39,11.2,3,1,196.86
8307,659,5,3.7,2,0,165.05
8308,251,35,6.1,2,0,169.23
8309,368,28,1.9,5,1,225.08
8310,349,15,7.8,4,0,151.61
8311,405,11,10.5,3,0,135.45
8312,202,29,5.9,4,1,160.24
8313,818,23,9.0,3,0,244.16
8314,98,22,10.8,2,0,85.25
8315,947,26,7.8,4,0,286.36
8316,461,25,12.5,3,0,162.28
8317,450,40,12.6,3,0,201.57
8318,852,15,14.5,3,0,227.15
8319,344,25,8.4,4,0,174.51
8320,188,31,6.9,2,0,136.13
8321,278,17,4.5,1,0,113.3
8322,496,37,14.4,4,0,216.92
8323,297,31,3.4,5,0,187.03
8324,719,43,3.0,3,0,279.32
8325,263,35,1.1,3,1,190.43
8326,136,18,12.1,3,0,101.42
8327,520,43,10.3,3,1,249.37
8328,329,17,1.7,5,0,178.16
8329,431,41,4.8,5,0,250.28
8330,813,11,11.9,1,0,178.72
8331,890,18,8.5,5,0,269.93
8332,837,35,7.4,2,1,269.5
8333,728,8,2.3,4,0,198.89
8334,636,29,12.9,2,1,209.87
8335,877,42,9.5,2,0,286.98
8336,89,38,7.3,4,0,154.49
8337,638,39,13.8,4,1,255.82
8338,65,24,1.4,5,0,155.65
8339,359,42,8.9,1,0,177.78
8340,52,31,3.6,5,0,152.16
8341,938,36,8.6,3,1,299.7
8342,292,29,12.0,1,0,131.5
8343,279,41,8.3,2,0,177.47
8344,747,26,3.3,3,0,236.78
8345,525,27,14.1,5,1,232.01
8346,343,16,10.8,2,0,128.97
8347,94,44,8.1,4,0,178.41
8348,437,43,14.8,1,0,175.35
8349,125,44,4.5,1,0,148.89
8350,857,8,6.0,3,1,223.3
8351,348,17,14.8,4,0,142.82
8352,552,29,4.6,2,0,204.81
8353,672,26,14.1,4,0,218.48
8354,608,17,6.5,3,1,195.87
8355,447,41,9.6,5,0,239.76
8356,96,26,12.0,1,1,97.19
8357,387,41,6.0,2,0,198.49
8358,106,14,1.7,2,0,85.78
8359,144,32,7.4,2,0,129.42
8360,708,44,10.7,3,0,262.86
8361,315,20,2.0,2,0,128.88
8362,250,5,14.6,3,0,85.74
8363,996,20,7.7,2,1,250.01
8364,642,13,5.1,3,1,200.57
8365,662,36,4.3,1,0,223.25
8366,988,38,9.5,4,1,328.52
8367,314,26,10.2,4,0,160.7
8368,319,26,13.6,2,1,143.42
8369,288,10,3.5,5,0,142.48
8370,247,25,13.7,3,1,138.59
8371,547,23,10.0,3,0,175.03
8372,698,29,6.0,4,1,253.43
8373,661,18,11.2,4,0,206.78
8374,948,43,3.6,2,0,308.33
8375,336,16,13.7,4,1,149.75
8376,261,29,7.9,3,0,152.89
8377,342,41,4.4,5,0,226.22
8378,741,19,6.4,3,1,217.12
8379,988,9,9.6,3,0,231.7
8380,598,23,5.0,2,0,190.58
8381,835,30,10.7,4,0,273.27
8382,705,26,7.7,1,0,202.07
8383,996,27,3.0,2,1,280.2
8384,637,11,14.1,3,0,171.56
8385,816,36,3.7,3,0,283.51
8386,551,20,7.3,2,1,172.85
8387,422,26,6.9,5,0,200.9
8388,687,36,7.1,2,0,252.63
8389,439,22,4.3,3,0,184.09
8390,777,18,11.4,3,1,220.49
8391,901,26,2.9,3,1,282.73
8392,821,9,8.1,2,1,208.12
8393,671,8,9.2,2,0,161.68
8394,362,14,6.5,3,0,130.92
8395,463,38,14.9,3,0,202.84
8396,811,33,12.4,4,0,271.91
8397,769,41,10.6,5,1,304.81
8398,602,22,8.8,2,0,194.85
8399,181,31,6.0,4,0,161.58
8400,695,22,14.4,2,1,204.35
8401,795,18,8.5,2,0,203.79
8402,250,24,4.5,2,1,136.13
8403,862,44,12.9,1,0,271.76
8404,682,37,14.7,4,0,253.77
8405,486,28,11.2,3,0,197.19
8406,75,32,2.4,2,0,130.51
8407,614,5,14.6,4,0,170.05
8408,761,14,8.4,1,1,194.65
8409,477,43,6.5,1,1,217.27
8410,79,11,2.7,5,0,115.18
8411,938,8,5.0,3,0,232.5
8412,702,7,13.8,3,1,191.62
8413,583,43,7.1,2,1,240.84
8414,760,5,5.2,3,1,198.69
8415,953,25,4.4,2,0,271.73
8416,83,29,14.8,4,0,137.87
8417,966,14,6.7,2,1,250.79
8418,344,35,7.6,2,0,181.21
8419,74,18,13.2,2,1,84.49
8420,870,39,12.1,2,0,260.03
8421,477,29,14.6,2,1,178.12
8422,143,36,12.2,4,1,169.19
8423,233,35,2.2,4,1,193.59
8424,79,41,4.0,2,0,145.98
8425,604,12,14.2,3,1,176.22
8426,948,20,1.5,4,0,268.89
8427,504,23,8.1,3,0,184.44
8428,249,39,13.3,1,0,148.61
8429,932,20,14.0,3,1,256.85
8430,164,29,13.2,2,0,114.39
8431,988,19,2.8,4,0,284.6
8432,93,35,2.5,2,0,133.73
8433,895,33,12.9,5,0,293.31
8434,790,39,7.3,2,0,264.58
8435,713,20,2.3,3,1,233.37
8436,128,20,1.1,2,0,115.69
8437,106,17,8.5,1,0,76.92
8438,494,43,4.5,3,0,237.03
8439,53,23,12.2,4,0,113.02
8440,406,9,9.1,3,0,131.27
8441,685,44,3.0,1,0,254.22
8442,420,38,7.4,2,0,202.66
8443,235,40,11.4,2,0,157.9
8444,848,39,14.4,4,0,282.45
8445,563,14,10.0,3,0,169.25
8446,141,35,1.8,2,0,147.55
8447,970,33,6.9,4,1,319.71
