ID_Diagnostico,Amplitud_Ruido_dB,Frecuencia_Pico_Hz,Temperatura_Cojinete_C,Flujo_Lubricante_L_min,Corriente_Motor_Amp,Categoria_Falla
7767,73.1,182.0,58.9,0.76,8.44,0
7768,51.9,153.0,49.5,3.91,15.48,0
7769,83.5,2188.0,47.6,4.84,21.09,0
7770,105.6,223.0,53.9,2.49,19.99,0
7771,75.2,621.0,72.5,1.89,16.2,0
7772,98.3,2448.0,39.5,1.52,8.95,0
7773,74.1,1260.0,77.7,1.61,20.15,0
7774,58.9,2242.0,32.5,4.72,15.3,0
7775,109.0,2479.0,35.4,2.79,16.44,0
7776,58.5,2156.0,85.4,1.8,18.36,1
7777,71.0,305.0,35.9,3.71,13.12,0
7778,57.1,1928.0,55.5,2.83,16.45,0
7779,82.9,2517.0,66.4,2.61,16.95,0
7780,77.9,593.0,75.6,1.48,15.63,0
7781,100.2,1092.0,50.1,2.1,18.35,0
7782,42.6,640.0,44.4,4.82,22.66,0
7783,49.9,1407.0,45.3,1.08,12.84,0
7784,94.9,2751.0,45.5,4.33,10.91,0
7785,66.4,1744.0,52.9,3.14,6.23,0
7786,104.2,1762.0,79.8,2.92,17.78,0
7787,71.3,1593.0,49.4,3.62,17.35,0
7788,71.1,2467.0,62.7,4.18,18.03,0
7789,63.5,2697.0,88.5,3.82,17.2,0
7790,89.9,181.0,42.8,2.56,17.82,0
7791,40.4,2170.0,44.8,4.69,5.0,0
7792,101.1,1446.0,63.5,1.68,18.53,0
7793,55.8,2445.0,49.6,4.82,13.74,0
7794,90.5,546.0,69.2,4.93,10.01,0
7795,86.3,2909.0,57.5,0.81,21.54,2
7796,41.8,2529.0,51.2,2.36,17.54,0
7797,64.0,1921.0,41.1,2.2,16.62,0
7798,45.8,2065.0,42.6,1.48,12.58,0
7799,89.0,1284.0,53.4,3.41,19.22,0
7800,80.3,2708.0,55.1,3.83,14.53,0
7801,63.0,1454.0,59.7,2.69,17.52,0
7802,62.9,197.0,50.5,2.67,22.47,0
7803,91.6,164.0,54.7,3.81,17.75,0
7804,45.1,194.0,57.6,4.94,9.29,0
7805,55.9,1745.0,52.9,3.32,18.37,0
7806,104.7,1686.0,56.0,4.52,14.33,0
7807,103.7,2830.0,60.0,0.62,15.83,0
7808,76.1,1288.0,47.0,2.87,9.2,0
7809,68.5,284.0,47.5,3.25,14.36,0
7810,65.8,2752.0,25.0,0.74,19.21,0
7811,88.7,1220.0,72.6,3.12,8.66,0
7812,66.5,2850.0,30.4,4.15,8.08,0
7813,49.4,2070.0,33.3,4.24,15.61,0
7814,72.6,1461.0,68.0,2.9,22.92,0
7815,54.5,381.0,79.3,4.52,13.95,0
7816,107.5,302.0,34.0,2.05,18.12,0
7817,64.2,2819.0,63.2,3.37,10.28,0
7818,60.8,561.0,39.7,4.67,14.63,0
7819,106.9,2890.0,65.6,1.3,14.32,0
7820,83.3,178.0,59.4,2.98,10.72,0
7821,87.0,674.0,50.8,3.5,18.44,0
7822,49.0,281.0,73.8,4.37,19.74,0
7823,74.8,2064.0,80.6,0.9,16.23,0
7824,84.9,2353.0,37.5,3.42,12.89,0
7825,90.4,1776.0,35.8,1.86,14.1,0
7826,97.9,2182.0,42.9,0.66,13.11,0
7827,59.1,245.0,38.2,2.8,15.8,0
7828,87.5,2453.0,73.1,0.55,8.46,0
7829,92.7,2864.0,69.8,1.51,14.61,0
7830,82.6,2476.0,46.0,3.94,11.69,0
7831,74.9,1439.0,63.2,3.97,12.62,0
7832,82.1,398.0,39.2,4.78,14.33,0
7833,60.0,1935.0,37.2,4.06,11.04,0
7834,62.0,1436.0,55.6,4.64,16.25,0
7835,49.9,768.0,42.8,4.46,18.84,0
7836,66.6,2577.0,38.5,4.31,14.79,0
7837,95.7,2832.0,34.8,0.85,18.81,0
7838,94.9,2964.0,83.4,4.08,18.46,0
7839,109.0,2031.0,42.4,1.73,14.73,0
7840,82.4,1634.0,32.4,3.43,18.46,0
7841,60.5,651.0,50.6,1.09,17.78,0
7842,101.4,2947.0,63.8,3.4,15.55,0
7843,56.1,2228.0,51.4,4.14,20.39,0
7844,40.4,1666.0,46.9,2.82,15.87,0
7845,97.3,1178.0,49.0,1.45,12.14,0
7846,92.1,2823.0,43.1,1.82,15.66,0
7847,64.7,2019.0,40.1,3.05,15.49,0
7848,81.9,1742.0,73.8,0.67,9.37,0
7849,42.0,2228.0,64.3,1.84,14.76,0
7850,61.0,2895.0,79.2,4.44,11.68,0
7851,72.8,1215.0,51.4,2.64,18.17,0
7852,85.0,244.0,44.0,4.19,13.31,0
7853,104.4,1318.0,37.9,1.81,19.68,0
7854,91.3,222.0,52.7,0.8,19.64,0
7855,61.5,2355.0,91.6,2.63,16.89,0
7856,81.3,1614.0,82.8,0.91,14.26,0
7857,65.1,2960.0,54.7,2.95,13.28,0
7858,108.0,419.0,89.4,0.93,13.44,1
7859,109.0,2239.0,78.9,4.92,16.43,0
7860,87.5,1017.0,68.3,4.95,14.01,0
7861,95.7,659.0,63.7,0.57,17.59,0
7862,48.6,2027.0,25.2,2.21,17.79,0
7863,95.1,929.0,62.7,2.91,11.26,0
7864,71.0,2584.0,74.0,4.72,16.57,0
7865,72.9,361.0,68.1,1.13,22.72,0
7866,104.5,2796.0,57.3,2.98,8.76,0
7867,41.1,2660.0,53.2,3.52,10.99,0
7868,97.1,1569.0,36.5,3.94,10.21,0
7869,91.9,2548.0,25.0,2.6,17.33,0
7870,104.6,2154.0,84.8,3.63,11.09,0
7871,104.8,2256.0,65.8,4.01,13.19,0
7872,89.8,2728.0,38.8,4.3,17.76,0
7873,80.7,166.0,60.0,3.29,26.42,0
7874,104.7,104.0,64.1,3.2,17.75,0
7875,59.3,863.0,45.5,3.11,13.97,0
7876,53.7,2501.0,79.5,1.24,8.47,0
7877,100.3,2104.0,54.4,2.89,16.72,0
7878,63.8,1062.0,59.3,1.5,6.36,0
7879,41.1,768.0,52.6,2.67,15.32,0
7880,58.0,2440.0,65.7,4.56,12.99,0
7881,104.9,1382.0,60.8,2.97,14.34,0
7882,58.0,2733.0,36.3,3.26,19.69,0
7883,98.7,2077.0,62.7,1.66,10.35,0
7884,99.9,2611.0,71.2,3.26,12.19,0
7885,40.8,1105.0,39.8,0.85,13.31,0
7886,72.4,1789.0,46.9,1.63,7.49,0
7887,57.7,1228.0,25.0,3.86,16.68,0
7888,65.1,1134.0,62.7,1.62,19.41,0
7889,101.8,2483.0,48.3,1.67,14.59,0
7890,53.1,1359.0,38.3,3.7,16.08,0
7891,62.9,1695.0,44.9,4.7,14.83,0
7892,63.6,889.0,55.9,3.42,5.9,0
7893,62.5,2335.0,60.1,1.4,9.97,0
7894,105.8,2123.0,64.0,4.6,17.53,0
7895,76.1,1780.0,59.9,2.41,20.0,0
7896,80.8,1158.0,71.2,4.13,13.82,0
7897,98.5,1710.0,42.8,4.47,12.96,0
7898,104.4,698.0,64.9,1.8,9.87,0
7899,52.8,470.0,25.0,4.93,5.3,0
7900,64.5,2819.0,69.6,1.25,12.46,0
7901,61.9,1092.0,52.7,3.44,20.47,0
7902,70.5,124.0,30.9,0.99,12.68,0
7903,77.8,2005.0,44.9,4.95,20.28,0
7904,82.8,1878.0,54.9,4.96,16.43,0
7905,94.1,2506.0,55.2,2.75,12.97,0
7906,61.2,1943.0,64.3,2.01,20.41,0
7907,109.5,928.0,31.7,0.85,7.77,0
7908,74.0,2594.0,42.6,3.36,7.12,0
7909,68.5,830.0,39.1,4.91,12.19,0
7910,49.5,1191.0,45.2,2.1,12.41,0
7911,42.1,837.0,25.0,1.5,8.83,0
7912,102.5,1388.0,85.7,3.85,19.64,0
7913,89.5,944.0,36.2,3.03,6.24,0
7914,66.7,1474.0,47.7,0.78,16.4,0
7915,42.5,2521.0,55.2,1.25,17.72,0
7916,63.8,2071.0,63.1,3.33,16.14,0
7917,87.2,2184.0,46.3,3.81,11.64,0
7918,53.9,1926.0,85.2,3.89,15.33,0
7919,48.6,2215.0,25.0,4.95,8.2,0
7920,79.8,2777.0,73.4,4.76,13.7,0
7921,53.7,1403.0,60.9,1.88,20.05,0
7922,92.4,1900.0,45.3,3.05,16.1,0
7923,78.9,2729.0,29.8,0.89,15.37,0
7924,56.6,1630.0,61.8,2.31,10.31,0
7925,104.8,2252.0,46.9,1.53,18.17,0
7926,53.1,1837.0,34.8,3.32,11.38,0
7927,45.9,2698.0,82.5,2.19,15.46,0
7928,79.4,2250.0,36.7,4.84,17.74,0
7929,67.2,2389.0,55.0,0.58,18.24,0
7930,96.4,2767.0,45.6,3.02,23.52,2
7931,89.3,2955.0,68.7,1.66,22.8,2
7932,77.1,1593.0,56.9,4.33,13.4,0
7933,107.4,2686.0,59.1,4.18,10.26,0
7934,57.4,2503.0,59.4,4.28,16.8,0
7935,50.2,2691.0,25.0,2.88,20.15,0
7936,44.9,2003.0,61.2,3.85,15.12,0
7937,95.7,1832.0,58.6,0.65,15.15,0
7938,46.2,1834.0,40.5,3.61,8.4,0
7939,45.1,1294.0,64.5,0.52,22.41,0
7940,42.0,887.0,52.0,0.92,14.68,0
7941,73.7,1409.0,88.7,4.69,16.42,0
7942,65.3,373.0,55.3,3.12,15.49,0
7943,92.6,1477.0,62.8,2.36,9.4,0
7944,46.0,1069.0,44.0,4.31,20.33,0
7945,96.7,149.0,49.8,1.43,17.41,0
7946,87.0,2521.0,25.0,2.2,11.12,0
7947,101.7,223.0,36.7,4.94,13.08,0
7948,98.6,1629.0,73.5,1.59,6.35,0
7949,65.4,2625.0,75.6,3.38,13.86,0
7950,83.4,2329.0,25.0,1.4,14.02,0
7951,109.0,2179.0,28.4,4.86,8.92,0
7952,88.2,1349.0,66.3,2.61,22.2,2
7953,62.7,1605.0,53.2,3.92,14.14,0
7954,94.6,117.0,44.5,0.92,11.37,0
7955,48.3,2232.0,85.7,0.79,19.63,1
7956,48.0,2837.0,58.2,4.38,7.11,0
7957,60.5,2612.0,60.1,0.55,10.13,0
7958,109.1,2574.0,71.9,3.8,22.1,2
7959,83.7,381.0,68.4,1.24,18.55,0
7960,73.5,2400.0,29.3,0.98,18.36,0
7961,53.0,2605.0,55.5,3.09,24.0,0
7962,40.1,2382.0,70.6,2.07,10.64,0
7963,106.7,1039.0,68.7,4.07,14.18,0
7964,56.7,355.0,25.5,0.75,17.11,0
7965,108.8,2948.0,46.5,4.69,11.19,0
7966,83.2,2217.0,60.9,3.0,15.49,0
7967,85.0,248.0,68.1,2.12,12.56,0
7968,77.5,541.0,57.7,1.24,7.93,0
7969,107.6,331.0,67.8,1.21,16.35,0
7970,100.5,1749.0,47.2,4.9,17.08,0
7971,88.3,851.0,49.5,4.8,14.25,0
7972,81.2,1114.0,88.2,1.4,21.83,1
7973,86.9,1168.0,61.9,4.82,9.44,0
7974,100.9,1870.0,75.0,3.2,10.09,0
7975,49.5,467.0,66.6,0.77,22.56,0
7976,101.2,117.0,41.2,1.77,22.32,2
7977,85.1,2654.0,45.8,2.2,7.87,0
7978,56.8,455.0,87.1,3.88,11.04,0
7979,85.0,2760.0,59.8,1.17,7.77,0
7980,64.5,2875.0,72.1,0.81,8.93,0
7981,107.8,926.0,32.9,2.6,10.14,0
7982,96.7,2573.0,68.0,3.37,12.54,0
7983,71.6,2374.0,54.3,0.56,12.18,0
7984,45.4,1031.0,77.9,3.82,14.89,0
7985,48.7,2019.0,52.8,0.51,15.54,0
7986,80.2,1787.0,42.6,2.79,13.0,0
7987,83.3,454.0,44.0,3.63,13.44,0
7988,60.1,303.0,49.8,2.53,24.4,0
7989,107.4,790.0,39.9,4.43,16.26,0
7990,50.5,1741.0,71.5,0.55,20.57,0
7991,81.0,2326.0,40.5,1.74,13.67,0
7992,97.7,2492.0,81.9,1.81,15.96,0
7993,70.6,2935.0,65.7,2.61,10.41,0
7994,61.4,1349.0,59.0,1.22,10.51,0
7995,87.0,2815.0,43.7,1.71,9.34,0
7996,72.1,633.0,37.6,0.64,15.83,0
7997,72.9,488.0,57.0,2.39,17.35,0
7998,102.9,625.0,66.2,2.71,18.18,0
7999,43.0,759.0,25.0,1.82,9.17,0
8000,69.2,598.0,40.9,1.28,10.8,0
8001,86.7,1652.0,65.5,0.91,19.64,0
8002,88.4,1422.0,48.3,2.58,11.08,0
8003,51.7,784.0,36.9,3.28,9.21,0
8004,98.5,1531.0,72.9,0.95,24.01,2
8005,102.4,2069.0,49.7,3.55,13.63,0
8006,108.9,2896.0,29.0,4.19,15.34,0
8007,71.8,1571.0,49.6,2.61,12.3,0
8008,55.2,1349.0,57.5,1.96,9.51,0
8009,67.3,2190.0,39.4,3.2,15.71,0
8010,73.5,532.0,41.2,1.42,7.85,0
8011,48.3,2364.0,36.1,0.94,16.77,0
8012,55.3,1793.0,50.5,1.89,13.69,0
8013,80.2,146.0,39.8,2.24,10.15,0
8014,100.6,1854.0,36.6,4.19,20.01,2
8015,84.3,516.0,62.4,3.3,13.58,0
8016,104.8,1425.0,44.6,2.63,16.57,0
8017,104.4,488.0,69.4,4.4,13.21,0
8018,97.7,533.0,70.6,3.9,23.13,2
8019,95.8,2495.0,25.0,1.72,19.29,0
8020,46.3,2756.0,48.2,1.67,18.53,0
8021,98.7,754.0,75.6,3.77,16.84,0
8022,71.3,1220.0,64.6,3.21,18.89,0
8023,76.1,2722.0,68.5,1.18,21.15,0
8024,43.7,2359.0,25.6,2.35,9.96,0
8025,47.3,2642.0,54.5,3.91,15.84,0
8026,68.8,577.0,75.1,0.81,16.82,0
8027,94.5,2504.0,58.9,3.3,6.04,0
8028,63.9,2428.0,45.6,2.82,17.29,0
8029,49.0,131.0,39.0,4.48,25.57,0
8030,66.8,1015.0,25.2,2.38,7.95,0
8031,61.6,1934.0,76.2,1.0,11.92,0
8032,106.3,2176.0,27.1,2.51,19.01,0
8033,74.8,1312.0,34.2,1.83,10.57,0
8034,99.0,2636.0,50.1,1.06,11.22,0
8035,75.9,541.0,69.4,0.62,22.73,0
8036,52.3,1257.0,44.8,0.86,16.86,0
8037,101.7,601.0,65.5,3.22,13.01,0
8038,42.4,421.0,38.6,3.96,12.73,0
8039,79.7,1394.0,71.7,2.61,19.28,0
8040,101.8,1378.0,45.5,2.21,12.65,0
8041,84.1,2566.0,44.2,4.8,10.04,0
8042,61.2,661.0,56.2,4.16,16.31,0
8043,40.6,2106.0,53.8,1.93,20.15,0
8044,68.9,1822.0,72.3,2.76,17.04,0
8045,76.6,775.0,71.5,0.59,13.19,0
8046,93.0,2483.0,44.4,4.75,19.96,0
8047,80.0,2767.0,70.8,1.18,8.37,0
8048,103.4,2169.0,64.3,4.31,15.34,0
8049,81.3,2349.0,66.4,1.46,15.1,0
8050,48.8,2722.0,57.5,2.46,10.38,0
8051,88.0,1454.0,68.4,4.72,15.08,0
8052,77.2,2693.0,44.0,4.05,17.72,0
8053,95.4,1296.0,62.8,1.69,13.06,0
8054,82.3,1455.0,84.4,2.51,15.23,0
8055,70.7,2290.0,80.3,2.16,16.95,0
8056,61.6,703.0,25.0,4.4,21.34,0
8057,54.9,799.0,42.8,1.31,14.24,0
8058,81.0,2124.0,49.8,3.57,11.12,0
8059,77.4,1231.0,70.5,1.68,5.0,0
8060,83.3,2403.0,47.9,1.5,22.39,0
8061,85.0,724.0,65.1,1.38,13.44,0
8062,49.2,1987.0,65.0,1.28,15.62,0
8063,91.1,2637.0,42.8,3.22,13.74,0
8064,107.8,2298.0,51.9,0.51,14.65,0
8065,56.3,174.0,62.0,1.49,15.68,0
8066,64.4,2333.0,72.5,4.94,13.79,0
8067,43.6,285.0,77.5,0.62,8.3,0
8068,70.5,697.0,75.2,3.24,10.62,0
8069,89.5,2382.0,51.4,2.81,19.88,0
8070,101.6,1244.0,54.1,3.02,8.59,0
8071,88.5,1909.0,47.1,3.7,14.17,0
8072,104.3,458.0,25.0,4.57,21.23,2
8073,54.1,748.0,53.9,3.67,13.37,0
8074,65.9,2969.0,42.8,4.81,8.35,0
8075,50.1,539.0,25.9,0.85,17.91,0
8076,109.4,1267.0,47.0,1.54,14.98,0
8077,73.9,1436.0,38.1,2.05,15.53,0
8078,95.7,771.0,74.5,4.02,11.19,0
8079,81.2,2583.0,59.4,4.88,17.09,0
8080,74.2,215.0,36.4,3.57,15.09,0
8081,107.8,846.0,61.7,4.59,6.31,0
8082,88.2,661.0,67.7,4.12,15.36,0
8083,97.2,870.0,53.6,3.86,16.91,0
8084,76.9,371.0,56.6,2.39,7.95,0
8085,60.6,552.0,71.3,4.9,19.46,0
8086,80.4,2939.0,36.6,0.92,15.64,0
8087,50.8,1272.0,80.0,4.72,14.8,0
8088,102.0,417.0,63.3,1.04,12.71,0
8089,109.6,1590.0,45.2,2.71,9.99,0
8090,49.2,2247.0,57.3,0.82,8.95,0
8091,63.0,2131.0,63.8,2.23,9.49,0
8092,49.3,2208.0,55.2,3.35,12.73,0
8093,58.6,906.0,41.3,4.53,17.01,0
8094,93.7,560.0,53.6,2.53,9.74,0
8095,77.9,2375.0,98.3,1.67,14.42,1
8096,101.2,121.0,80.8,3.24,13.02,0
8097,86.9,416.0,88.4,4.68,19.07,0
8098,101.0,1244.0,68.4,3.62,13.75,0
8099,81.6,1211.0,55.3,4.14,12.17,0
8100,91.1,436.0,62.1,2.61,9.72,0
8101,70.1,2688.0,25.0,1.79,11.99,0
8102,83.0,1482.0,35.5,1.89,13.2,0
8103,40.7,2449.0,35.3,0.95,15.29,0
8104,99.4,1284.0,71.7,0.82,18.43,0
8105,65.0,1279.0,43.1,0.83,12.98,0
8106,91.5,1392.0,62.2,0.52,13.82,0
8107,80.4,2649.0,43.6,1.69,12.02,0
8108,45.6,345.0,40.6,4.87,18.42,0
8109,96.5,722.0,52.4,1.99,12.36,0
8110,77.8,329.0,54.7,3.52,5.0,0
8111,68.2,2757.0,78.3,1.21,9.14,0
8112,65.5,1152.0,56.4,1.31,14.51,0
8113,72.0,1881.0,51.2,3.35,13.78,0
8114,59.3,809.0,66.9,2.18,17.89,0
8115,57.8,2831.0,38.9,4.45,12.0,0
8116,85.5,2810.0,26.9,1.95,13.36,0
8117,77.2,2899.0,57.0,4.13,10.15,0
8118,107.8,2557.0,58.5,3.58,12.13,0
8119,46.8,2214.0,32.0,4.97,16.67,0
8120,48.6,764.0,59.3,4.81,15.55,0
8121,71.4,782.0,66.4,1.87,10.21,0
8122,57.9,1736.0,66.3,2.76,13.14,0
8123,68.5,2068.0,49.4,0.62,17.63,0
8124,68.1,2890.0,39.1,4.57,18.49,0
8125,94.0,909.0,66.0,3.76,8.05,0
8126,49.2,2246.0,67.2,3.18,19.14,0
8127,108.3,540.0,57.6,4.44,13.84,0
8128,68.9,819.0,46.1,4.34,11.61,0
8129,87.1,2424.0,25.0,1.02,11.55,0
8130,66.5,1527.0,48.4,4.49,13.88,0
8131,57.8,1327.0,58.6,3.66,17.61,0
8132,87.5,1046.0,68.8,0.55,10.33,0
8133,89.8,1232.0,41.1,4.6,21.38,2
8134,42.5,1777.0,58.9,2.01,18.97,0
8135,41.8,1647.0,74.5,3.69,13.14,0
8136,105.1,1787.0,40.4,2.22,16.88,0
8137,95.9,965.0,75.1,4.51,20.31,2
8138,48.4,2844.0,42.3,0.67,19.89,0
8139,74.1,651.0,73.6,3.35,17.62,0
8140,87.6,2971.0,46.9,2.9,15.38,0
8141,90.3,2868.0,63.2,1.35,14.7,0
8142,48.8,2137.0,37.4,4.71,9.19,0
8143,99.3,1773.0,35.6,2.44,21.75,2
8144,59.0,2932.0,59.0,4.27,13.06,0
8145,94.0,723.0,41.8,0.74,12.45,0
8146,101.6,1939.0,52.9,1.98,17.74,0
8147,43.2,2749.0,50.9,1.62,15.66,0
8148,46.4,918.0,55.4,2.68,7.66,0
8149,60.6,1837.0,74.7,2.07,10.91,0
8150,102.3,2580.0,77.2,2.27,19.7,0
8151,89.8,1554.0,61.7,0.59,20.25,2
8152,53.9,1356.0,43.7,4.67,18.08,0
8153,51.3,2832.0,90.8,4.01,17.81,0
8154,68.9,2197.0,40.3,2.11,15.54,0
8155,72.2,1665.0,83.9,0.5,19.41,0
8156,84.5,808.0,42.3,4.88,13.35,0
8157,46.2,800.0,74.9,4.52,16.36,0
8158,103.5,2083.0,50.7,2.64,8.9,0
8159,45.8,656.0,37.3,3.76,12.91,0
8160,59.8,638.0,66.4,2.97,14.69,0
8161,45.6,1745.0,34.7,4.19,12.64,0
8162,80.8,2064.0,46.7,3.46,15.84,0
8163,82.4,919.0,55.1,4.15,14.04,0
8164,66.9,252.0,71.7,2.63,12.93,0
8165,105.4,328.0,79.4,0.69,15.35,0
8166,85.9,2296.0,54.4,4.58,21.24,2
8167,80.6,889.0,37.2,2.05,18.34,0
8168,80.6,282.0,40.8,4.65,14.39,0
8169,42.1,146.0,46.9,3.08,21.0,0
8170,54.2,1520.0,56.9,0.51,10.02,0
8171,62.6,2020.0,62.6,4.29,25.0,0
8172,79.1,1640.0,44.4,4.95,15.39,0
8173,51.5,1348.0,64.9,3.81,13.91,0
8174,44.9,2398.0,25.0,4.95,17.22,0
8175,96.6,1445.0,53.2,3.12,23.15,2
8176,68.7,1507.0,48.2,3.12,16.22,0
8177,80.5,1112.0,39.5,2.46,17.01,0
8178,70.0,780.0,54.2,4.29,16.95,0
8179,48.0,507.0,34.3,3.51,14.2,0
8180,69.4,807.0,39.8,2.91,12.11,0
8181,63.4,1741.0,48.3,1.44,17.6,0
8182,42.6,661.0,46.3,1.96,13.7,0
8183,65.4,2087.0,41.9,2.26,10.28,0
8184,100.7,1665.0,60.8,1.69,18.32,0
8185,58.6,974.0,40.1,0.76,18.56,0
8186,86.7,223.0,50.1,2.07,15.87,0
8187,70.2,1795.0,70.6,4.56,17.24,0
8188,79.5,2650.0,56.1,2.96,14.07,0
8189,48.8,116.0,72.2,2.93,17.91,0
8190,69.3,858.0,25.0,4.34,11.66,0
8191,97.5,2641.0,68.0,4.65,12.05,0
8192,81.4,2689.0,48.7,1.66,13.96,0
8193,84.2,1383.0,69.7,3.83,9.71,0
8194,62.8,1842.0,66.8,4.26,8.52,0
8195,79.9,2637.0,45.9,3.6,11.28,0
8196,71.9,718.0,63.3,3.5,15.56,0
8197,97.1,2243.0,25.0,1.1,22.42,2
8198,49.9,2730.0,25.0,0.98,19.57,0
8199,47.4,885.0,64.8,4.8,20.17,0
8200,52.6,1953.0,59.1,2.23,15.22,0
8201,58.1,198.0,67.4,2.77,16.03,0
8202,56.0,1031.0,75.7,4.53,19.71,0
8203,102.9,1342.0,59.3,1.8,14.68,0
8204,50.1,1702.0,69.4,2.19,20.3,0
8205,58.0,887.0,65.9,4.49,13.28,0
8206,81.1,408.0,47.2,5.0,19.36,0
8207,52.2,2119.0,28.5,2.12,19.14,0
8208,59.0,921.0,60.8,1.19,21.88,0
8209,95.5,256.0,45.9,0.6,12.7,0
8210,78.2,2211.0,56.4,4.16,18.27,0
8211,57.0,2198.0,43.4,1.61,23.88,0
8212,98.4,255.0,81.7,0.71,12.78,0
8213,57.7,666.0,57.6,1.4,21.92,0
8214,100.3,175.0,64.4,0.93,18.27,0
8215,90.3,1491.0,48.2,3.18,18.42,0
8216,41.6,1701.0,25.0,3.83,19.57,0
8217,72.0,2133.0,57.2,3.55,11.94,0
8218,50.7,2009.0,55.0,1.81,12.32,0
8219,51.1,494.0,69.1,4.12,6.83,0
8220,69.9,1737.0,58.0,3.85,19.8,0
8221,51.8,1925.0,101.5,2.3,11.51,0
8222,48.5,117.0,76.3,4.17,15.76,0
8223,40.3,1872.0,50.5,2.8,13.69,0
8224,106.0,1987.0,42.7,1.86,14.18,0
8225,72.9,1178.0,69.2,1.28,18.89,0
8226,61.0,2932.0,25.0,2.7,11.52,0
8227,44.6,1780.0,62.5,0.94,13.67,0
8228,82.9,359.0,78.0,2.7,15.79,0
8229,40.9,1130.0,66.1,3.45,12.46,0
8230,88.2,1703.0,67.2,0.82,20.21,2
8231,48.1,2746.0,65.6,4.35,9.11,0
8232,104.0,1875.0,25.0,3.8,18.68,0
8233,106.5,2460.0,64.0,4.41,16.23,0
8234,83.7,1319.0,51.2,4.82,13.86,0
8235,107.6,1889.0,64.2,1.14,13.96,0
8236,88.5,326.0,64.1,4.87,18.04,0
8237,55.4,685.0,36.2,4.34,17.61,0
8238,97.4,505.0,50.7,3.72,21.0,2
8239,65.8,2901.0,25.5,1.14,23.77,0
8240,88.5,449.0,79.7,1.56,11.73,0
8241,100.4,480.0,28.0,2.97,10.95,0
8242,80.4,1103.0,52.9,3.82,16.93,0
8243,75.9,353.0,41.3,4.48,14.92,0
8244,80.0,1340.0,68.3,3.72,8.41,0
8245,103.2,2863.0,38.4,4.0,22.51,2
8246,56.8,2066.0,48.9,2.83,9.61,0
8247,64.0,2897.0,57.3,1.42,13.36,0
8248,61.7,2787.0,52.7,3.72,17.05,0
8249,79.0,670.0,56.6,2.34,14.86,0
8250,40.0,2016.0,55.0,0.59,18.11,0
8251,50.2,1321.0,40.0,4.95,16.06,0
8252,94.2,1701.0,84.3,4.78,12.09,0
8253,58.8,2034.0,78.8,4.42,12.03,0
8254,56.3,2996.0,58.1,4.61,11.68,0
8255,89.9,217.0,45.4,2.14,16.64,0
8256,82.6,473.0,35.7,2.72,20.1,0
8257,105.3,790.0,29.4,3.62,10.58,0
8258,90.0,1544.0,54.3,3.52,14.56,0
8259,66.9,1761.0,43.2,2.66,15.89,0
8260,100.8,1299.0,93.6,1.99,18.09,1
8261,52.2,1424.0,49.4,1.91,15.27,0
8262,78.1,1750.0,83.2,4.32,5.0,0
8263,47.7,1020.0,63.0,4.82,19.48,0
8264,79.3,1505.0,79.5,2.35,12.44,0
8265,52.1,2670.0,60.8,1.34,19.61,0
8266,89.5,2400.0,42.2,1.1,20.18,2
8267,72.0,495.0,72.0,4.7,14.11,0
8268,67.7,605.0,71.3,2.05,21.26,0
8269,102.2,159.0,48.8,2.78,21.85,2
8270,47.3,1499.0,49.7,4.73,9.22,0
8271,64.7,2344.0,91.9,0.6,12.23,1
8272,52.3,464.0,68.0,2.14,15.15,0
8273,99.9,1267.0,51.9,1.53,15.36,0
8274,75.6,891.0,25.0,4.83,13.15,0
8275,70.3,2883.0,78.9,2.77,7.82,0
8276,94.7,463.0,62.6,0.79,18.76,0
8277,86.9,1665.0,64.5,3.52,14.66,0
8278,71.8,127.0,46.3,4.39,10.58,0
8279,105.0,1024.0,77.2,1.28,10.92,0
8280,81.4,1664.0,58.2,3.91,19.08,0
8281,101.1,1672.0,33.2,3.0,13.13,0
8282,63.1,798.0,63.9,2.46,15.38,0
8283,55.4,832.0,55.8,3.01,11.63,0
8284,80.4,2413.0,39.6,1.27,16.33,0
8285,69.6,624.0,36.8,1.92,24.84,0
8286,83.1,2644.0,32.1,2.34,14.83,0
8287,98.0,2125.0,54.5,3.86,13.41,0
8288,95.7,1919.0,25.0,2.72,19.73,0
8289,51.0,624.0,81.9,0.86,7.74,0
8290,84.6,444.0,70.9,1.17,17.35,0
8291,72.2,1426.0,50.2,1.59,16.03,0
8292,92.6,340.0,52.4,1.02,14.7,0
8293,83.0,1402.0,86.9,0.52,13.27,1
8294,78.3,559.0,26.4,3.23,13.3,0
8295,53.6,576.0,63.5,4.27,9.53,0
8296,64.2,485.0,49.2,1.08,16.88,0
8297,62.4,581.0,40.4,0.55,9.5,0
8298,71.6,1547.0,52.6,3.09,12.93,0
8299,50.3,2750.0,45.3,0.67,14.59,0
8300,108.3,2047.0,35.0,4.47,13.94,0
8301,46.5,1194.0,36.3,2.22,21.5,0
8302,44.3,1395.0,25.0,4.08,26.46,0
8303,73.8,2364.0,39.8,1.69,12.86,0
8304,44.0,410.0,42.3,1.58,17.37,0
8305,49.9,2927.0,89.2,0.55,18.86,1
8306,44.7,809.0,39.0,3.25,14.86,0
8307,41.1,2662.0,33.9,1.66,14.56,0
